,0,1,start,end,cor,pvalue
180,10,9,YY1AP1,SETDB1,0.6767551700459984,9.650258209848194e-149
181,33,31,ZNF706,NSMCE2,0.6765526452502307,1.275394487183398e-148
182,31,33,NSMCE2,ZNF706,0.6765526452502307,1.275394487183398e-148
183,31,5,NSMCE2,DCAF13,0.6760289077959871,2.6204619619355727e-148
184,5,31,DCAF13,NSMCE2,0.6760289077959871,2.6204619619355727e-148
185,24,16,PRCC,USP21,0.6751510214800713,8.732256959983582e-148
186,16,24,USP21,PRCC,0.6751510214800713,8.732256959983582e-148
187,17,4,POLR2K,DERL1,0.6725621710846813,2.966002772837893e-146
188,4,17,DERL1,POLR2K,0.6725621710846813,2.966002772837893e-146
189,15,25,NUDCD1,PTK2,0.6721654885628112,5.07448306728588e-146
190,25,15,PTK2,NUDCD1,0.6721654885628112,5.07448306728588e-146
191,24,20,PRCC,APH1A,0.6714958655538652,1.2538812211941625e-145
192,20,24,APH1A,PRCC,0.6714958655538652,1.2538812211941625e-145
193,22,21,DAP3,UBE2Q1,0.6707954292963383,3.2217691615322426e-145
194,21,22,UBE2Q1,DAP3,0.6707954292963383,3.2217691615322426e-145
195,37,16,PYGO2,USP21,0.6671088974749699,4.433199583183839e-143
196,16,37,USP21,PYGO2,0.6671088974749699,4.433199583183839e-143
197,2,30,DEDD,MSTO1,0.6666705916504054,7.924002700377725e-143
198,30,2,MSTO1,DEDD,0.6666705916504054,7.924002700377725e-143
199,2,16,DEDD,USP21,0.6665841701048825,8.884355568171723e-143
200,16,2,USP21,DEDD,0.6665841701048825,8.884355568171723e-143
201,25,42,PTK2,MTDH,0.665156847367929,5.8444321440691444e-142
202,42,25,MTDH,PTK2,0.665156847367929,5.8444321440691444e-142
203,16,10,USP21,YY1AP1,0.6651085229605445,6.228187465552063e-142
204,10,16,YY1AP1,USP21,0.6651085229605445,6.228187465552063e-142
205,24,37,PRCC,PYGO2,0.6645024561993997,1.3813820237097182e-141
206,37,24,PYGO2,PRCC,0.6645024561993997,1.3813820237097182e-141
207,9,23,SETDB1,TARS2,0.662828128848601,1.2354699250250042e-140
208,23,9,TARS2,SETDB1,0.662828128848601,1.2354699250250042e-140
209,45,2,VPS72,DEDD,0.6625841235002401,1.6981892862623447e-140
210,2,45,DEDD,VPS72,0.6625841235002401,1.6981892862623447e-140
211,1,9,VPS45,SETDB1,0.6605743950063255,2.3064344145435406e-139
212,9,1,SETDB1,VPS45,0.6605743950063255,2.3064344145435406e-139
213,28,20,PI4KB,APH1A,0.6583919958417239,3.831297472380306e-138
214,20,28,APH1A,PI4KB,0.6583919958417239,3.831297472380306e-138
215,28,24,PI4KB,PRCC,0.6583521902112145,4.031906347566968e-138
216,24,28,PRCC,PI4KB,0.6583521902112145,4.031906347566968e-138
217,22,0,DAP3,NDUFS2,0.6567838720247028,2.9929187627308076e-137
218,0,22,NDUFS2,DAP3,0.6567838720247028,2.9929187627308076e-137
219,23,0,TARS2,NDUFS2,0.6567698817378185,3.0467549798198755e-137
220,0,23,NDUFS2,TARS2,0.6567698817378185,3.0467549798198755e-137
221,39,17,TATDN1,POLR2K,0.6567191798006462,3.2500786588390254e-137
222,17,39,POLR2K,TATDN1,0.6567191798006462,3.2500786588390254e-137
223,7,32,MRPL13,C8orf33,0.6560653426887723,7.46815114191576e-137
224,32,7,C8orf33,MRPL13,0.6560653426887723,7.46815114191576e-137
225,39,4,TATDN1,DERL1,0.6559863337015732,8.256831186888354e-137
226,4,39,DERL1,TATDN1,0.6559863337015732,8.256831186888354e-137
227,23,28,TARS2,PI4KB,0.6551882835499312,2.2723353034647173e-136
228,28,23,PI4KB,TARS2,0.6551882835499312,2.2723353034647173e-136
229,24,14,PRCC,B4GALT3,0.6534234596232708,2.1086500706476795e-135
230,14,24,B4GALT3,PRCC,0.6534234596232708,2.1086500706476795e-135
231,37,34,PYGO2,SNAPIN,0.6532649595783273,2.5738394386116352e-135
232,34,37,SNAPIN,PYGO2,0.6532649595783273,2.5738394386116352e-135
233,7,41,MRPL13,EBAG9,0.6514144878634232,2.6152281793206733e-134
234,41,7,EBAG9,MRPL13,0.6514144878634232,2.6152281793206733e-134
235,11,39,YWHAZ,TATDN1,0.6504595928723822,8.597143068991554e-134
236,39,11,TATDN1,YWHAZ,0.6504595928723822,8.597143068991554e-134
237,9,20,SETDB1,APH1A,0.6486859212065965,7.752217965835687e-133
238,20,9,APH1A,SETDB1,0.6486859212065965,7.752217965835687e-133
239,46,26,IARS2,TFB2M,0.6484839297821681,9.949178997899766e-133
240,26,46,TFB2M,IARS2,0.6484839297821681,9.949178997899766e-133
