,0,1,start,end,cor,pvalue
81,117,159,RBM39,TRPC4AP,-1.0,0.0
82,121,151,RPRD1B,TMEM189,-1.0,0.0
83,121,159,RPRD1B,TRPC4AP,-1.0,0.0
84,120,84,RPN2,PARD6B,-1.0,0.0
85,120,83,RPN2,PABPC1L,-1.0,0.0
86,120,22,RPN2,CHD6,-1.0,0.0
87,120,68,RPN2,MAP1LC3A,-1.0,0.0
88,120,103,RPN2,PROCR,1.0,0.0
89,120,128,RPN2,SGK2,-1.0,0.0
90,120,111,RPN2,RAE1,1.0,0.0
91,120,104,RPN2,PRPF6,1.0,0.0
92,121,150,RPRD1B,TM9SF4,-1.0,0.0
93,121,96,RPRD1B,PLCG1,-1.0,0.0
94,121,98,RPRD1B,PMEPA1,-1.0,0.0
95,121,169,RPRD1B,ZFP64,-1.0,0.0
96,121,77,RPRD1B,NECAB3,-1.0,0.0
97,121,142,RPRD1B,STAU1,-1.0,0.0
98,121,124,RPRD1B,SAMD10,-1.0,0.0
99,121,75,RPRD1B,NCOA6,-1.0,0.0
100,121,176,RPRD1B,ZNFX1,-1.0,0.0
101,121,164,RPRD1B,UCKL1,-1.0,0.0
102,121,134,RPRD1B,SLCO4A1,-1.0,0.0
103,121,137,RPRD1B,SNTA1,-1.0,0.0
104,121,132,RPRD1B,SLC35C2,-1.0,0.0
105,121,131,RPRD1B,SLC2A4RG,-1.0,0.0
106,121,66,RPRD1B,LSM14B,-1.0,0.0
107,121,71,RPRD1B,MOCS3,-1.0,0.0
108,121,138,RPRD1B,SNX21,-1.0,0.0
109,123,138,SALL4,SNX21,-1.0,0.0
110,117,71,RBM39,MOCS3,-1.0,0.0
111,117,131,RBM39,SLC2A4RG,-1.0,0.0
112,112,71,RALGAPB,MOCS3,-1.0,0.0
113,112,159,RALGAPB,TRPC4AP,-1.0,0.0
114,112,169,RALGAPB,ZFP64,-1.0,0.0
115,112,151,RALGAPB,TMEM189,-1.0,0.0
116,112,170,RALGAPB,ZGPAT,-1.0,0.0
117,113,113,RALY,RALY,1.0,0.0
118,113,73,RALY,NCOA3,-1.0,0.0
119,113,17,RALY,BPI,-1.0,0.0
120,113,147,RALY,TAF4,-1.0,0.0
121,113,122,RALY,RPS21,1.0,0.0
122,113,78,RALY,NEURL2,-1.0,0.0
123,113,125,RALY,SCAND1,1.0,0.0
124,113,144,RALY,STX16,-1.0,0.0
125,113,105,RALY,PSMA7,1.0,0.0
126,113,101,RALY,PPP1R3D,-1.0,0.0
127,113,119,RALY,ROMO1,1.0,0.0
128,113,120,RALY,RPN2,1.0,0.0
129,113,84,RALY,PARD6B,-1.0,0.0
130,113,83,RALY,PABPC1L,-1.0,0.0
131,113,22,RALY,CHD6,-1.0,0.0
132,113,68,RALY,MAP1LC3A,-1.0,0.0
133,113,103,RALY,PROCR,1.0,0.0
134,113,128,RALY,SGK2,-1.0,0.0
135,112,66,RALGAPB,LSM14B,-1.0,0.0
136,112,131,RALGAPB,SLC2A4RG,-1.0,0.0
137,112,132,RALGAPB,SLC35C2,-1.0,0.0
138,112,137,RALGAPB,SNTA1,-1.0,0.0
139,111,144,RAE1,STX16,-1.0,0.0
140,111,105,RAE1,PSMA7,1.0,0.0
141,111,101,RAE1,PPP1R3D,-1.0,0.0
142,111,119,RAE1,ROMO1,1.0,0.0
143,111,120,RAE1,RPN2,1.0,0.0
144,111,84,RAE1,PARD6B,-1.0,0.0
145,111,83,RAE1,PABPC1L,-1.0,0.0
146,111,22,RAE1,CHD6,-1.0,0.0
147,111,68,RAE1,MAP1LC3A,-1.0,0.0
148,111,103,RAE1,PROCR,1.0,0.0
149,111,128,RAE1,SGK2,-1.0,0.0
150,113,111,RALY,RAE1,1.0,0.0
151,111,111,RAE1,RAE1,1.0,0.0
152,112,150,RALGAPB,TM9SF4,-1.0,0.0
153,112,96,RALGAPB,PLCG1,-1.0,0.0
154,112,98,RALGAPB,PMEPA1,-1.0,0.0
155,112,77,RALGAPB,NECAB3,-1.0,0.0
156,112,138,RALGAPB,SNX21,-1.0,0.0
157,112,142,RALGAPB,STAU1,-1.0,0.0
158,112,124,RALGAPB,SAMD10,-1.0,0.0
159,112,75,RALGAPB,NCOA6,-1.0,0.0
160,112,176,RALGAPB,ZNFX1,-1.0,0.0
161,112,164,RALGAPB,UCKL1,-1.0,0.0
162,112,134,RALGAPB,SLCO4A1,-1.0,0.0
163,111,104,RAE1,PRPF6,1.0,0.0
164,113,104,RALY,PRPF6,1.0,0.0
165,114,150,RBL1,TM9SF4,-1.0,0.0
166,114,96,RBL1,PLCG1,-1.0,0.0
167,116,108,RBM38,PXMP4,1.0,0.0
168,116,116,RBM38,RBM38,1.0,0.0
169,116,150,RBM38,TM9SF4,1.0,0.0
170,116,137,RBM38,SNTA1,1.0,0.0
171,116,134,RBM38,SLCO4A1,1.0,0.0
172,116,124,RBM38,SAMD10,1.0,0.0
173,116,151,RBM38,TMEM189,1.0,0.0
174,116,96,RBM38,PLCG1,1.0,0.0
175,116,100,RBM38,PPDPF,1.0,0.0
176,116,106,RBM38,PTK6,1.0,0.0
177,116,97,RBM38,PLTP,1.0,0.0
178,116,98,RBM38,PMEPA1,1.0,0.0
179,117,150,RBM39,TM9SF4,-1.0,0.0
180,117,98,RBM39,PMEPA1,-1.0,0.0
181,117,77,RBM39,NECAB3,-1.0,0.0
182,117,138,RBM39,SNX21,-1.0,0.0
183,117,142,RBM39,STAU1,-1.0,0.0
184,117,124,RBM39,SAMD10,-1.0,0.0
185,117,75,RBM39,NCOA6,-1.0,0.0
186,117,176,RBM39,ZNFX1,-1.0,0.0
187,117,164,RBM39,UCKL1,-1.0,0.0
188,117,134,RBM39,SLCO4A1,-1.0,0.0
189,117,137,RBM39,SNTA1,-1.0,0.0
190,117,132,RBM39,SLC35C2,-1.0,0.0
191,117,96,RBM39,PLCG1,-1.0,0.0
192,117,66,RBM39,LSM14B,-1.0,0.0
193,116,170,RBM38,ZGPAT,1.0,0.0
194,116,142,RBM38,STAU1,1.0,0.0
195,114,98,RBL1,PMEPA1,-1.0,0.0
196,114,77,RBL1,NECAB3,-1.0,0.0
197,114,138,RBL1,SNX21,-1.0,0.0
198,114,142,RBL1,STAU1,-1.0,0.0
199,114,124,RBL1,SAMD10,-1.0,0.0
200,114,75,RBL1,NCOA6,-1.0,0.0
201,114,176,RBL1,ZNFX1,-1.0,0.0
202,114,164,RBL1,UCKL1,-1.0,0.0
203,114,134,RBL1,SLCO4A1,-1.0,0.0
204,114,137,RBL1,SNTA1,-1.0,0.0
205,114,132,RBL1,SLC35C2,-1.0,0.0
206,116,118,RBM38,RNF114,1.0,0.0
207,114,131,RBL1,SLC2A4RG,-1.0,0.0
208,114,71,RBL1,MOCS3,-1.0,0.0
209,114,159,RBL1,TRPC4AP,-1.0,0.0
210,114,169,RBL1,ZFP64,-1.0,0.0
211,114,151,RBL1,TMEM189,-1.0,0.0
212,114,170,RBL1,ZGPAT,-1.0,0.0
213,115,115,RBM12,RBM12,1.0,0.0
214,116,131,RBM38,SLC2A4RG,1.0,0.0
215,116,176,RBM38,ZNFX1,1.0,0.0
216,116,132,RBM38,SLC35C2,1.0,0.0
217,116,159,RBM38,TRPC4AP,1.0,0.0
218,116,138,RBM38,SNX21,1.0,0.0
219,114,66,RBL1,LSM14B,-1.0,0.0
220,123,142,SALL4,STAU1,-1.0,0.0
221,123,124,SALL4,SAMD10,-1.0,0.0
222,123,75,SALL4,NCOA6,-1.0,0.0
223,130,94,SLC17A9,PKIG,-1.0,0.0
224,130,126,SLC17A9,SDC4,-1.0,0.0
225,130,135,SLC17A9,SNHG11,-1.0,0.0
226,130,146,SLC17A9,SYS1,-1.0,0.0
227,130,166,SLC17A9,WFDC3,-1.0,0.0
228,130,148,SLC17A9,TCFL5,-1.0,0.0
229,130,153,SLC17A9,TOMM34,-1.0,0.0
230,130,162,SLC17A9,UBE2C,-1.0,0.0
231,130,89,SLC17A9,PFDN4,-1.0,0.0
232,130,102,SLC17A9,PPP4R1L,-1.0,0.0
233,130,110,SLC17A9,RAB22A,-1.0,0.0
234,130,76,SLC17A9,NDRG3,-1.0,0.0
235,131,131,SLC2A4RG,SLC2A4RG,1.0,0.0
236,131,176,SLC2A4RG,ZNFX1,1.0,0.0
237,131,132,SLC2A4RG,SLC35C2,1.0,0.0
238,131,159,SLC2A4RG,TRPC4AP,1.0,0.0
239,131,138,SLC2A4RG,SNX21,1.0,0.0
240,131,142,SLC2A4RG,STAU1,1.0,0.0
241,131,118,SLC2A4RG,RNF114,1.0,0.0
242,131,170,SLC2A4RG,ZGPAT,1.0,0.0
243,131,98,SLC2A4RG,PMEPA1,1.0,0.0
244,131,108,SLC2A4RG,PXMP4,1.0,0.0
245,131,116,SLC2A4RG,RBM38,1.0,0.0
246,130,72,SLC17A9,MYBL2,-1.0,0.0
247,130,152,SLC17A9,TNNC2,-1.0,0.0
248,130,168,SLC17A9,YWHAB,-1.0,0.0
249,130,172,SLC17A9,ZMYND8,-1.0,0.0
250,129,150,SLC13A3,TM9SF4,-1.0,0.0
251,129,96,SLC13A3,PLCG1,-1.0,0.0
252,129,98,SLC13A3,PMEPA1,-1.0,0.0
253,129,77,SLC13A3,NECAB3,-1.0,0.0
254,129,138,SLC13A3,SNX21,-1.0,0.0
255,129,142,SLC13A3,STAU1,-1.0,0.0
256,129,124,SLC13A3,SAMD10,-1.0,0.0
257,129,75,SLC13A3,NCOA6,-1.0,0.0
258,129,176,SLC13A3,ZNFX1,-1.0,0.0
259,129,164,SLC13A3,UCKL1,-1.0,0.0
260,129,134,SLC13A3,SLCO4A1,-1.0,0.0
261,131,150,SLC2A4RG,TM9SF4,1.0,0.0
262,129,137,SLC13A3,SNTA1,-1.0,0.0
263,129,131,SLC13A3,SLC2A4RG,-1.0,0.0
264,129,66,SLC13A3,LSM14B,-1.0,0.0
265,129,71,SLC13A3,MOCS3,-1.0,0.0
266,129,159,SLC13A3,TRPC4AP,-1.0,0.0
267,129,169,SLC13A3,ZFP64,-1.0,0.0
268,129,151,SLC13A3,TMEM189,-1.0,0.0
269,129,170,SLC13A3,ZGPAT,-1.0,0.0
270,130,160,SLC17A9,TTPAL,-1.0,0.0
271,130,62,SLC17A9,IFT52,-1.0,0.0
272,130,167,SLC17A9,YTHDF1,-1.0,0.0
273,130,69,SLC17A9,MAPRE1,-1.0,0.0
274,129,132,SLC13A3,SLC35C2,-1.0,0.0
275,131,137,SLC2A4RG,SNTA1,1.0,0.0
276,131,134,SLC2A4RG,SLCO4A1,1.0,0.0
277,131,124,SLC2A4RG,SAMD10,1.0,0.0
278,133,69,SLC9A8,MAPRE1,-1.0,0.0
279,133,172,SLC9A8,ZMYND8,-1.0,0.0
280,133,168,SLC9A8,YWHAB,-1.0,0.0
281,133,152,SLC9A8,TNNC2,-1.0,0.0
282,133,72,SLC9A8,MYBL2,-1.0,0.0
283,133,94,SLC9A8,PKIG,-1.0,0.0
284,133,126,SLC9A8,SDC4,-1.0,0.0
285,133,135,SLC9A8,SNHG11,-1.0,0.0
286,133,146,SLC9A8,SYS1,-1.0,0.0
287,133,166,SLC9A8,WFDC3,-1.0,0.0
288,133,148,SLC9A8,TCFL5,-1.0,0.0
289,133,167,SLC9A8,YTHDF1,-1.0,0.0
290,133,153,SLC9A8,TOMM34,-1.0,0.0
291,133,89,SLC9A8,PFDN4,-1.0,0.0
292,133,102,SLC9A8,PPP4R1L,-1.0,0.0
293,133,110,SLC9A8,RAB22A,-1.0,0.0
294,133,76,SLC9A8,NDRG3,-1.0,0.0
295,134,131,SLCO4A1,SLC2A4RG,1.0,0.0
296,134,176,SLCO4A1,ZNFX1,1.0,0.0
297,134,132,SLCO4A1,SLC35C2,1.0,0.0
298,134,159,SLCO4A1,TRPC4AP,1.0,0.0
299,134,138,SLCO4A1,SNX21,1.0,0.0
300,134,142,SLCO4A1,STAU1,1.0,0.0
301,134,118,SLCO4A1,RNF114,1.0,0.0
302,133,162,SLC9A8,UBE2C,-1.0,0.0
303,128,43,SGK2,DYNLRB1,-1.0,0.0
304,133,62,SLC9A8,IFT52,-1.0,0.0
305,132,97,SLC35C2,PLTP,1.0,0.0
306,131,151,SLC2A4RG,TMEM189,1.0,0.0
307,131,96,SLC2A4RG,PLCG1,1.0,0.0
308,131,100,SLC2A4RG,PPDPF,1.0,0.0
309,131,106,SLC2A4RG,PTK6,1.0,0.0
310,131,97,SLC2A4RG,PLTP,1.0,0.0
311,132,131,SLC35C2,SLC2A4RG,1.0,0.0
312,132,176,SLC35C2,ZNFX1,1.0,0.0
313,132,132,SLC35C2,SLC35C2,1.0,0.0
314,132,159,SLC35C2,TRPC4AP,1.0,0.0
315,132,138,SLC35C2,SNX21,1.0,0.0
316,132,142,SLC35C2,STAU1,1.0,0.0
317,133,160,SLC9A8,TTPAL,-1.0,0.0
318,132,118,SLC35C2,RNF114,1.0,0.0
319,132,98,SLC35C2,PMEPA1,1.0,0.0
320,132,108,SLC35C2,PXMP4,1.0,0.0
