,0,1,start,end,cor,pvalue
100,373,373,ZFAND1,ZFAND1,1.0,0.0
101,29,29,C8orf37,C8orf37,1.0,0.0
102,30,30,C8orf44,C8orf44,1.0,0.0
103,372,372,ZCCHC3,ZCCHC3,1.0,0.0
104,31,31,C8orf76,C8orf76,1.0,0.0
105,32,32,CA13,CA13,1.0,0.0
106,371,371,ZC3H3,ZC3H3,1.0,0.0
107,33,33,CA3,CA3,1.0,0.0
108,370,370,ZBTB10,ZBTB10,1.0,0.0
109,34,34,CCDC25,CCDC25,1.0,0.0
110,369,369,YWHAZ,YWHAZ,1.0,0.0
111,35,35,CCNE2,CCNE2,1.0,0.0
112,36,36,CDC25B,CDC25B,1.0,0.0
113,37,37,CDS2,CDS2,1.0,0.0
114,375,375,ZHX1,ZHX1,1.0,0.0
115,24,24,C20orf202,C20orf202,1.0,0.0
116,23,23,BOP1,BOP1,1.0,0.0
117,376,376,ZHX2,ZHX2,1.0,0.0
118,12,12,ASAP1,ASAP1,1.0,0.0
119,13,13,ATAD2,ATAD2,1.0,0.0
120,14,14,ATP6V0D2,ATP6V0D2,1.0,0.0
121,385,385,ZNF517,ZNF517,1.0,0.0
122,384,384,ZNF395,ZNF395,1.0,0.0
123,383,383,ZNF343,ZNF343,1.0,0.0
124,15,15,ATP6V1C1,ATP6V1C1,1.0,0.0
125,16,16,ATRN,ATRN,1.0,0.0
126,17,17,AZIN1,AZIN1,1.0,0.0
127,38,38,CEBPD,CEBPD,1.0,0.0
128,18,18,BAALC,BAALC,1.0,0.0
129,381,381,ZNF337,ZNF337,1.0,0.0
130,380,380,ZNF251,ZNF251,1.0,0.0
131,19,19,BFSP1,BFSP1,1.0,0.0
132,379,379,ZNF250,ZNF250,1.0,0.0
133,20,20,BHLHE22,BHLHE22,1.0,0.0
134,21,21,BIN3,BIN3,1.0,0.0
135,378,378,ZNF16,ZNF16,1.0,0.0
136,22,22,BMP2,BMP2,1.0,0.0
137,377,377,ZNF133,ZNF133,1.0,0.0
138,382,382,ZNF34,ZNF34,1.0,0.0
139,368,368,YTHDF3,YTHDF3,1.0,0.0
140,39,39,CENPB,CENPB,1.0,0.0
141,40,40,CHCHD7,CHCHD7,1.0,0.0
142,56,56,CSMD3,CSMD3,1.0,0.0
143,358,358,VPS16,VPS16,1.0,0.0
144,57,57,CSNK2A1,CSNK2A1,1.0,0.0
145,58,58,CSPP1,CSPP1,1.0,0.0
146,59,59,CST3,CST3,1.0,0.0
147,357,357,VPS13B,VPS13B,1.0,0.0
148,60,60,CTHRC1,CTHRC1,1.0,0.0
149,356,356,VCPIP1,VCPIP1,1.0,0.0
150,61,61,CYC1,CYC1,1.0,0.0
151,55,55,CRNKL1,CRNKL1,1.0,0.0
152,355,355,UTP23,UTP23,1.0,0.0
153,63,63,CYP7B1,CYP7B1,1.0,0.0
154,64,64,DCAF13,DCAF13,1.0,0.0
155,65,65,DCTN6,DCTN6,1.0,0.0
156,354,354,UQCRB,UQCRB,1.0,0.0
157,66,66,DDRGK1,DDRGK1,1.0,0.0
158,67,67,DECR1,DECR1,1.0,0.0
159,68,68,DENND3,DENND3,1.0,0.0
160,353,353,UBXN8,UBXN8,1.0,0.0
161,69,69,DERL1,DERL1,1.0,0.0
162,62,62,CYHR1,CYHR1,1.0,0.0
163,314,314,STK35,STK35,1.0,0.0
164,54,54,CRLS1,CRLS1,1.0,0.0
165,52,52,CPNE3,CPNE3,1.0,0.0
166,41,41,CHD7,CHD7,1.0,0.0
167,367,367,XRN2,XRN2,1.0,0.0
168,366,366,XKR9,XKR9,1.0,0.0
169,365,365,XKR6,XKR6,1.0,0.0
170,364,364,XKR4,XKR4,1.0,0.0
171,42,42,CHMP4C,CHMP4C,1.0,0.0
172,43,43,CHMP7,CHMP7,1.0,0.0
173,44,44,CHRAC1,CHRAC1,1.0,0.0
174,45,45,CNOT7,CNOT7,1.0,0.0
175,53,53,CPSF1,CPSF1,1.0,0.0
176,46,46,COL22A1,COL22A1,1.0,0.0
177,362,362,WISP1,WISP1,1.0,0.0
178,47,47,COLEC10,COLEC10,1.0,0.0
179,361,361,WDYHV1,WDYHV1,1.0,0.0
180,48,48,COMMD5,COMMD5,1.0,0.0
181,49,49,COPS5,COPS5,1.0,0.0
182,50,50,COX6C,COX6C,1.0,0.0
183,51,51,CPA6,CPA6,1.0,0.0
184,360,360,VPS37A,VPS37A,1.0,0.0
185,359,359,VPS28,VPS28,1.0,0.0
186,363,363,WWP1,WWP1,1.0,0.0
187,126,126,GRHL2,GRHL2,1.0,0.0
188,127,127,GRINA,GRINA,1.0,0.0
189,128,128,GSDMD,GSDMD,1.0,0.0
190,257,257,RALGAPA2,RALGAPA2,1.0,0.0
191,191,191,MTSS1,MTSS1,1.0,0.0
192,256,256,RAD54B,RAD54B,1.0,0.0
193,192,192,MYC,MYC,1.0,0.0
194,193,193,NAA20,NAA20,1.0,0.0
195,194,194,NANP,NANP,1.0,0.0
196,195,195,NAPB,NAPB,1.0,0.0
197,255,255,RAD21,RAD21,1.0,0.0
198,196,196,NBN,NBN,1.0,0.0
199,197,197,NCALD,NCALD,1.0,0.0
200,254,254,RAB2A,RAB2A,1.0,0.0
201,253,253,R3HCC1,R3HCC1,1.0,0.0
202,198,198,NCOA2,NCOA2,1.0,0.0
203,199,199,NDRG1,NDRG1,1.0,0.0
204,252,252,PVT1,PVT1,1.0,0.0
205,200,200,NDUFB9,NDUFB9,1.0,0.0
206,201,201,NECAB1,NECAB1,1.0,0.0
207,251,251,PUF60,PUF60,1.0,0.0
208,202,202,NEIL2,NEIL2,1.0,0.0
209,190,190,MTMR7,MTMR7,1.0,0.0
210,189,189,MTFR1,MTFR1,1.0,0.0
211,188,188,MTDH,MTDH,1.0,0.0
212,258,258,RBBP9,RBBP9,1.0,0.0
213,176,176,MCM4,MCM4,1.0,0.0
214,266,266,RIN2,RIN2,1.0,0.0
215,265,265,RIMS2,RIMS2,1.0,0.0
216,177,177,MCM8,MCM8,1.0,0.0
217,178,178,MCPH1,MCPH1,1.0,0.0
218,264,264,RHPN1,RHPN1,1.0,0.0
219,263,263,RGS22,RGS22,1.0,0.0
220,179,179,MED30,MED30,1.0,0.0
221,180,180,MFSD3,MFSD3,1.0,0.0
222,250,250,PTPRA,PTPRA,1.0,0.0
223,181,181,MKKS,MKKS,1.0,0.0
224,182,182,MMP16,MMP16,1.0,0.0
225,261,261,RDH10,RDH10,1.0,0.0
226,183,183,MRPL13,MRPL13,1.0,0.0
227,184,184,MRPS26,MRPS26,1.0,0.0
228,260,260,RBM12B,RBM12B,1.0,0.0
229,185,185,MRPS28,MRPS28,1.0,0.0
230,186,186,MSC,MSC,1.0,0.0
231,259,259,RBCK1,RBCK1,1.0,0.0
232,187,187,MTBP,MTBP,1.0,0.0
233,262,262,RECQL4,RECQL4,1.0,0.0
234,203,203,NINL,NINL,1.0,0.0
235,249,249,PTP4A3,PTP4A3,1.0,0.0
236,204,204,NIPAL2,NIPAL2,1.0,0.0
237,240,240,POP1,POP1,1.0,0.0
238,220,220,OXR1,OXR1,1.0,0.0
239,221,221,PABPC1,PABPC1,1.0,0.0
240,222,222,PAG1,PAG1,1.0,0.0
241,239,239,POLR3F,POLR3F,1.0,0.0
242,238,238,POLR3D,POLR3D,1.0,0.0
243,223,223,PANK2,PANK2,1.0,0.0
244,224,224,PARP10,PARP10,1.0,0.0
245,237,237,POLR2K,POLR2K,1.0,0.0
246,219,219,OVOL2,OVOL2,1.0,0.0
247,225,225,PCNA,PCNA,1.0,0.0
248,236,236,PLEKHF2,PLEKHF2,1.0,0.0
249,227,227,PDP1,PDP1,1.0,0.0
250,228,228,PEX2,PEX2,1.0,0.0
251,229,229,PHF20L1,PHF20L1,1.0,0.0
252,230,230,PI15,PI15,1.0,0.0
253,235,235,PLCB4,PLCB4,1.0,0.0
254,234,234,PLCB1,PLCB1,1.0,0.0
255,231,231,PINX1,PINX1,1.0,0.0
256,233,233,PLAG1,PLAG1,1.0,0.0
257,226,226,PDE7A,PDE7A,1.0,0.0
258,175,175,MAVS,MAVS,1.0,0.0
259,218,218,OTUD6B,OTUD6B,1.0,0.0
260,242,242,PPP1R16A,PPP1R16A,1.0,0.0
261,205,205,NKAIN3,NKAIN3,1.0,0.0
262,205,150,NKAIN3,KCNV1,1.0,0.0
263,248,248,PTK2,PTK2,1.0,0.0
264,206,206,NOP56,NOP56,1.0,0.0
265,207,207,NPM2,NPM2,1.0,0.0
266,247,247,PTDSS1,PTDSS1,1.0,0.0
267,208,208,NRBP2,NRBP2,1.0,0.0
268,246,246,PSMF1,PSMF1,1.0,0.0
269,209,209,NRSN2,NRSN2,1.0,0.0
270,241,241,POU5F1B,POU5F1B,1.0,0.0
271,245,245,PRKDC,PRKDC,1.0,0.0
272,210,210,NSFL1C,NSFL1C,1.0,0.0
273,211,211,NSMAF,NSMAF,1.0,0.0
274,212,212,NSMCE2,NSMCE2,1.0,0.0
275,213,213,NUDCD1,NUDCD1,1.0,0.0
276,214,214,NXT1,NXT1,1.0,0.0
277,243,243,PPP2R2A,PPP2R2A,1.0,0.0
278,215,215,OPLAH,OPLAH,1.0,0.0
279,216,216,OSGIN2,OSGIN2,1.0,0.0
280,217,217,OSR2,OSR2,1.0,0.0
281,244,244,PPP3CC,PPP3CC,1.0,0.0
282,11,11,ARMC1,ARMC1,1.0,0.0
283,267,267,RIPK2,RIPK2,1.0,0.0
284,268,268,RNF139,RNF139,1.0,0.0
285,300,300,SNORD17,SNORD17,1.0,0.0
286,140,140,IMPA1,IMPA1,1.0,0.0
287,141,141,IMPAD1,IMPAD1,1.0,0.0
288,142,142,INTS10,INTS10,1.0,0.0
289,143,143,INTS8,INTS8,1.0,0.0
290,144,144,INTS9,INTS9,1.0,0.0
291,299,299,SNHG6,SNHG6,1.0,0.0
292,298,298,SNAI2,SNAI2,1.0,0.0
293,145,145,ITPA,ITPA,1.0,0.0
294,146,146,JPH1,JPH1,1.0,0.0
295,297,297,SMOX,SMOX,1.0,0.0
296,296,296,SLCO5A1,SLCO5A1,1.0,0.0
297,295,295,SLC4A11,SLC4A11,1.0,0.0
298,294,294,SLC45A4,SLC45A4,1.0,0.0
299,147,147,JRK,JRK,1.0,0.0
300,293,293,SLC39A4,SLC39A4,1.0,0.0
301,148,148,KCNK9,KCNK9,1.0,0.0
302,292,292,SLC39A14,SLC39A14,1.0,0.0
303,149,149,KCNQ3,KCNQ3,1.0,0.0
304,301,301,SNRPB,SNRPB,1.0,0.0
305,139,139,IL7,IL7,1.0,0.0
306,302,302,SNRPB2,SNRPB2,1.0,0.0
307,138,138,IDH3B,IDH3B,1.0,0.0
308,313,313,STK3,STK3,1.0,0.0
309,129,129,GSR,GSR,1.0,0.0
310,312,312,STAU2,STAU2,1.0,0.0
311,311,311,ST3GAL1,ST3GAL1,1.0,0.0
312,130,130,GTF2E2,GTF2E2,1.0,0.0
313,310,310,SRXN1,SRXN1,1.0,0.0
314,131,131,GZF1,GZF1,1.0,0.0
315,309,309,SQLE,SQLE,1.0,0.0
316,308,308,SPTLC3,SPTLC3,1.0,0.0
317,291,291,SLC25A32,SLC25A32,1.0,0.0
318,307,307,SPATC1,SPATC1,1.0,0.0
319,306,306,SOX12,SOX12,1.0,0.0
320,133,133,HEY1,HEY1,1.0,0.0
321,305,305,SNX5,SNX5,1.0,0.0
322,134,134,HHLA1,HHLA1,1.0,0.0
323,304,304,SNX16,SNX16,1.0,0.0
324,303,303,SNTB1,SNTB1,1.0,0.0
325,135,135,HNF4G,HNF4G,1.0,0.0
326,136,136,HSF1,HSF1,1.0,0.0
327,137,137,HSPA12B,HSPA12B,1.0,0.0
328,132,132,HAS2,HAS2,1.0,0.0
329,290,290,SLC23A2,SLC23A2,1.0,0.0
330,289,289,SLC10A5,SLC10A5,1.0,0.0
331,288,288,SLA,SLA,1.0,0.0
332,277,277,RSPO4,RSPO4,1.0,0.0
333,163,163,LRRC6,LRRC6,1.0,0.0
334,276,276,RRS1,RRS1,1.0,0.0
335,275,275,RRM2B,RRM2B,1.0,0.0
336,164,164,LRRC69,LRRC69,1.0,0.0
337,274,274,RRBP1,RRBP1,1.0,0.0
338,165,165,LRRCC1,LRRCC1,1.0,0.0
339,166,166,LY6E,LY6E,1.0,0.0
340,273,273,RPS20,RPS20,1.0,0.0
341,278,278,SAMD12,SAMD12,1.0,0.0
342,167,167,LY6H,LY6H,1.0,0.0
343,168,168,LY6K,LY6K,1.0,0.0
344,271,271,RPL7,RPL7,1.0,0.0
345,169,169,LY96,LY96,1.0,0.0
346,270,270,RPL30,RPL30,1.0,0.0
347,170,170,LYN,LYN,1.0,0.0
348,269,269,RNF24,RNF24,1.0,0.0
349,171,171,MAF1,MAF1,1.0,0.0
350,172,172,MAL2,MAL2,1.0,0.0
351,173,173,MAPK15,MAPK15,1.0,0.0
352,272,272,RPL8,RPL8,1.0,0.0
353,174,174,MAPK7,MAPK7,1.0,0.0
354,162,162,LRRC24,LRRC24,1.0,0.0
355,279,279,SCRIB,SCRIB,1.0,0.0
356,150,205,KCNV1,NKAIN3,1.0,0.0
357,150,150,KCNV1,KCNV1,1.0,0.0
358,287,287,SIRPA,SIRPA,1.0,0.0
359,151,151,KCTD9,KCTD9,1.0,0.0
360,152,152,KHDRBS3,KHDRBS3,1.0,0.0
361,286,286,SHARPIN,SHARPIN,1.0,0.0
362,285,285,SH2D4A,SH2D4A,1.0,0.0
363,153,153,KIF16B,KIF16B,1.0,0.0
364,154,154,KIFC2,KIFC2,1.0,0.0
365,161,161,LRRC14,LRRC14,1.0,0.0
366,284,284,SGK3,SGK3,1.0,0.0
367,283,283,SEC23B,SEC23B,1.0,0.0
368,282,282,SDR16C5,SDR16C5,1.0,0.0
369,156,156,LACTB2,LACTB2,1.0,0.0
370,157,157,LAPTM4B,LAPTM4B,1.0,0.0
371,158,158,LEPROTL1,LEPROTL1,1.0,0.0
372,281,281,SDCBP,SDCBP,1.0,0.0
373,159,159,LONRF1,LONRF1,1.0,0.0
374,280,280,SDC2,SDC2,1.0,0.0
375,160,160,LRP12,LRP12,1.0,0.0
376,155,155,KLF10,KLF10,1.0,0.0
377,10,10,ARHGAP39,ARHGAP39,1.0,0.0
378,232,232,PKIA,PKIA,1.0,0.0
379,6,6,ANGPT1,ANGPT1,1.0,0.0
380,7,7,ANKRD46,ANKRD46,1.0,0.0
381,391,391,ZNF707,ZNF707,1.0,0.0
382,388,388,ZNF696,ZNF696,1.0,0.0
383,2,2,ADCK5,ADCK5,1.0,0.0
384,5,5,AKAP10,AKAP10,1.0,0.0
385,8,8,ANXA13,ANXA13,1.0,0.0
386,390,390,ZNF706,ZNF706,1.0,0.0
387,1,1,ACSS1,ACSS1,1.0,0.0
388,9,9,ARFGEF1,ARFGEF1,1.0,0.0
389,3,3,ADRA1D,ADRA1D,1.0,0.0
390,387,387,ZNF623,ZNF623,1.0,0.0
391,389,389,ZNF7,ZNF7,1.0,0.0
392,386,386,ZNF572,ZNF572,1.0,0.0
393,4,4,AGPAT5,AGPAT5,1.0,0.0
394,243,45,PPP2R2A,CNOT7,0.9736644093303236,5.26053267704018e-13
395,45,243,CNOT7,PPP2R2A,0.9736644093303236,5.26053267704018e-13
396,143,52,INTS8,CPNE3,0.9609022556390978,1.7590493583430957e-11
397,52,143,CPNE3,INTS8,0.9609022556390978,1.7590493583430957e-11
398,330,355,TMEM68,UTP23,0.9593384373400772,2.489332688441813e-11
399,355,330,UTP23,TMEM68,0.9593384373400772,2.489332688441813e-11
400,273,81,RPS20,EIF3H,0.9533483822422875,8.388566981585983e-11
401,81,273,EIF3H,RPS20,0.9533483822422875,8.388566981585983e-11
402,196,368,NBN,YTHDF3,0.953314334122871,8.4427732922886e-11
403,368,196,YTHDF3,NBN,0.953314334122871,8.4427732922886e-11
404,81,271,EIF3H,RPL7,0.9507334256399045,1.3573343993611653e-10
405,271,81,RPL7,EIF3H,0.9507334256399045,1.3573343993611653e-10
406,355,329,UTP23,TMEM67,0.9491531482993082,1.7929525420609097e-10
407,329,355,TMEM67,UTP23,0.9491531482993082,1.7929525420609097e-10
408,52,355,CPNE3,UTP23,0.9487962567099664,1.906941943161224e-10
409,355,52,UTP23,CPNE3,0.9487962567099664,1.906941943161224e-10
410,143,329,INTS8,TMEM67,0.9484769380790503,2.0143126360311438e-10
411,329,143,TMEM67,INTS8,0.9484769380790503,2.0143126360311438e-10
412,21,43,BIN3,CHMP7,0.9473684210526316,2.429729310669088e-10
413,43,21,CHMP7,BIN3,0.9473684210526316,2.429729310669088e-10
414,213,189,NUDCD1,MTFR1,0.9473684210526315,2.4297293106691354e-10
415,189,213,MTFR1,NUDCD1,0.9473684210526315,2.4297293106691354e-10
416,211,268,NSMAF,RNF139,0.943963962957342,4.217944950107251e-10
417,268,211,RNF139,NSMAF,0.943963962957342,4.217944950107251e-10
418,52,71,CPNE3,DPY19L4,0.9427721534927602,5.075191246650513e-10
419,71,52,DPY19L4,CPNE3,0.9427721534927602,5.075191246650513e-10
420,80,330,EIF3E,TMEM68,0.9413533834586466,6.293602987073835e-10
421,330,80,TMEM68,EIF3E,0.9413533834586466,6.293602987073835e-10
422,196,213,NBN,NUDCD1,0.9412661276884587,6.376326662642477e-10
423,213,196,NUDCD1,NBN,0.9412661276884587,6.376326662642477e-10
424,262,53,RECQL4,CPSF1,0.9398496240601504,7.860443387804277e-10
425,53,262,CPSF1,RECQL4,0.9398496240601504,7.860443387804277e-10
426,272,78,RPL8,EEF1D,0.9394509878356335,8.32963852919667e-10
427,78,272,EEF1D,RPL8,0.9394509878356335,8.32963852919667e-10
428,319,373,TATDN1,ZFAND1,0.9394509878356335,8.32963852919667e-10
429,373,319,ZFAND1,TATDN1,0.9394509878356335,8.32963852919667e-10
430,136,374,HSF1,ZFP41,0.9394054109067919,8.384826782606336e-10
431,374,136,ZFP41,HSF1,0.9394054109067919,8.384826782606336e-10
432,76,40,EBAG9,CHCHD7,0.9383458646616541,9.76224110931778e-10
433,40,76,CHCHD7,EBAG9,0.9383458646616541,9.76224110931778e-10
434,355,80,UTP23,EIF3E,0.9382540760798557,9.89047097071552e-10
435,80,355,EIF3E,UTP23,0.9382540760798557,9.89047097071552e-10
436,76,179,EBAG9,MED30,0.9371945002747794,1.148208251779769e-09
437,179,76,MED30,EBAG9,0.9371945002747794,1.148208251779769e-09
438,143,368,INTS8,YTHDF3,0.9368421052631579,1.2059368966099085e-09
439,368,143,YTHDF3,INTS8,0.9368421052631579,1.2059368966099085e-09
440,15,216,ATP6V1C1,OSGIN2,0.9356901752342098,1.4129330234430175e-09
441,216,15,OSGIN2,ATP6V1C1,0.9356901752342098,1.4129330234430175e-09
442,273,40,RPS20,CHCHD7,0.9349380127139251,1.5644547506935202e-09
443,92,272,EXOSC4,RPL8,0.9349380127139251,1.5644547506935202e-09
444,272,92,RPL8,EXOSC4,0.9349380127139251,1.5644547506935202e-09
445,40,273,CHCHD7,RPS20,0.9349380127139251,1.5644547506935202e-09
446,329,52,TMEM67,CPNE3,0.9341858501936403,1.7301414997319017e-09
447,52,329,CPNE3,TMEM67,0.9341858501936403,1.7301414997319017e-09
448,368,52,YTHDF3,CPNE3,0.9338345864661655,1.8126865423586703e-09
449,52,368,CPNE3,YTHDF3,0.9338345864661655,1.8126865423586703e-09
450,319,40,TATDN1,CHCHD7,0.9338345864661655,1.8126865423586703e-09
451,40,319,CHCHD7,TATDN1,0.9338345864661655,1.8126865423586703e-09
452,75,7,E2F5,ANKRD46,0.9323308270676691,2.2066972068586472e-09
453,7,75,ANKRD46,E2F5,0.9323308270676691,2.2066972068586472e-09
454,196,52,NBN,CPNE3,0.9322299728626495,2.235638629995533e-09
455,52,196,CPNE3,NBN,0.9322299728626495,2.235638629995533e-09
456,268,189,RNF139,MTFR1,0.9319293626327861,2.323899504985646e-09
457,189,268,MTFR1,RNF139,0.9319293626327861,2.323899504985646e-09
458,360,243,VPS37A,PPP2R2A,0.9319293626327861,2.323899504985646e-09
459,243,360,PPP2R2A,VPS37A,0.9319293626327861,2.323899504985646e-09
460,330,52,TMEM68,CPNE3,0.930827067669173,2.6744257920212873e-09
461,52,330,CPNE3,TMEM68,0.930827067669173,2.6744257920212873e-09
462,88,243,ERI1,PPP2R2A,0.929672875071932,3.0906662119816372e-09
463,243,88,PPP2R2A,ERI1,0.929672875071932,3.0906662119816372e-09
464,95,250,FAM110A,PTPRA,0.9296199378765128,3.11105639648415e-09
465,250,95,PTPRA,FAM110A,0.9296199378765128,3.11105639648415e-09
466,213,52,NUDCD1,CPNE3,0.9293233082706768,3.2275217543825677e-09
467,52,213,CPNE3,NUDCD1,0.9293233082706768,3.2275217543825677e-09
468,143,355,INTS8,UTP23,0.9292179212540465,3.2698159699809304e-09
469,355,143,UTP23,INTS8,0.9292179212540465,3.2698159699809304e-09
470,355,213,UTP23,NUDCD1,0.9292179212540465,3.2698159699809304e-09
471,213,355,NUDCD1,UTP23,0.9292179212540465,3.2698159699809304e-09
472,15,352,ATP6V1C1,UBXN2B,0.9285179453194883,3.563353741846039e-09
473,352,15,UBXN2B,ATP6V1C1,0.9285179453194883,3.563353741846039e-09
474,185,31,MRPS28,C8orf76,0.9281685500313624,3.7183846743204517e-09
475,31,185,C8orf76,MRPS28,0.9281685500313624,3.7183846743204517e-09
476,270,179,RPL30,MED30,0.9276574213474231,3.955893738215812e-09
477,179,270,MED30,RPL30,0.9276574213474231,3.955893738215812e-09
478,368,329,YTHDF3,TMEM67,0.9274163875110778,4.072465266961427e-09
479,329,368,TMEM67,YTHDF3,0.9274163875110778,4.072465266961427e-09
480,196,329,NBN,TMEM67,0.9273075599654352,4.126082824134358e-09
481,329,196,TMEM67,NBN,0.9273075599654352,4.126082824134358e-09
482,42,270,CHMP4C,RPL30,0.9272806311681593,4.139445886619913e-09
483,270,42,RPL30,CHMP4C,0.9272806311681593,4.139445886619913e-09
484,254,268,RAB2A,RNF139,0.926664224990793,4.455950072117441e-09
485,268,254,RNF139,RAB2A,0.926664224990793,4.455950072117441e-09
486,368,330,YTHDF3,TMEM68,0.9263157894736842,4.644139791699116e-09
487,330,368,TMEM68,YTHDF3,0.9263157894736842,4.644139791699116e-09
488,82,129,ELP3,GSR,0.9255079006772009,5.107683466899218e-09
489,129,82,GSR,ELP3,0.9255079006772009,5.107683466899218e-09
490,66,39,DDRGK1,CENPB,0.9251598999502235,5.319609335264841e-09
491,39,66,CENPB,DDRGK1,0.9251598999502235,5.319609335264841e-09
492,213,11,NUDCD1,ARMC1,0.924812030075188,5.53916517661745e-09
493,11,213,ARMC1,NUDCD1,0.924812030075188,5.53916517661745e-09
