,0,1,start,end,cor,pvalue
112,181,181,SCEL,SCEL,1.0,0.0
113,21,21,CCDC122,CCDC122,1.0,0.0
114,182,182,SERP2,SERP2,1.0,0.0
115,183,183,SETDB2,SETDB2,1.0,0.0
116,151,151,PCDH8,PCDH8,1.0,0.0
117,177,177,RNF6,RNF6,1.0,0.0
118,150,150,PCDH20,PCDH20,1.0,0.0
119,175,175,RNF17,RNF17,1.0,0.0
120,28,28,CENPJ,CENPJ,1.0,0.0
121,25,25,CDC16,CDC16,1.0,0.0
122,171,171,RFC3,RFC3,1.0,0.0
123,170,170,RCBTB2,RCBTB2,1.0,0.0
124,169,169,RCBTB1,RCBTB1,1.0,0.0
125,168,168,RBM26,RBM26,1.0,0.0
126,26,26,CDK8,CDK8,1.0,0.0
127,172,172,RFXAP,RFXAP,1.0,0.0
128,167,167,RB1,RB1,1.0,0.0
129,166,166,RASL11A,RASL11A,1.0,0.0
130,158,158,POLR1D,POLR1D,1.0,0.0
131,165,165,RASA3,RASA3,1.0,0.0
132,163,163,RAB20,RAB20,1.0,0.0
133,173,173,RNASEH2B,RNASEH2B,1.0,0.0
134,162,162,PSPC1,PSPC1,1.0,0.0
135,161,161,PROZ,PROZ,1.0,0.0
136,160,160,POU4F1,POU4F1,1.0,0.0
137,27,27,CDX2,CDX2,1.0,0.0
138,159,159,POMP,POMP,1.0,0.0
139,24,24,CDADC1,CDADC1,1.0,0.0
140,174,174,RNF113B,RNF113B,1.0,0.0
141,164,164,RAP2A,RAP2A,1.0,0.0
142,138,138,NBEA,NBEA,1.0,0.0
143,184,184,SGCG,SGCG,1.0,0.0
144,149,149,PCCA,PCCA,1.0,0.0
145,18,18,C1QTNF9B,C1QTNF9B,1.0,0.0
146,35,35,COL4A2,COL4A2,1.0,0.0
147,147,147,PAN3,PAN3,1.0,0.0
148,146,146,OXGR1,OXGR1,1.0,0.0
149,145,145,OLFM4,OLFM4,1.0,0.0
150,144,144,NUFIP1,NUFIP1,1.0,0.0
151,204,204,SUCLA2,SUCLA2,1.0,0.0
152,143,143,NUDT15,NUDT15,1.0,0.0
153,36,36,COMMD6,COMMD6,1.0,0.0
154,203,203,STK24,STK24,1.0,0.0
155,142,142,NHLRC3,NHLRC3,1.0,0.0
156,141,141,NEK5,NEK5,1.0,0.0
157,37,37,CPB2,CPB2,1.0,0.0
158,140,140,NEK3,NEK3,1.0,0.0
159,17,17,C1QTNF9,C1QTNF9,1.0,0.0
160,206,206,TBC1D4,TBC1D4,1.0,0.0
161,207,207,TDRD3,TDRD3,1.0,0.0
162,208,208,TFDP1,TFDP1,1.0,0.0
163,209,209,TGDS,TGDS,1.0,0.0
164,38,38,CRYL1,CRYL1,1.0,0.0
165,205,205,SUGT1,SUGT1,1.0,0.0
166,185,185,SHISA2,SHISA2,1.0,0.0
167,202,202,STARD13,STARD13,1.0,0.0
168,200,200,SPERT,SPERT,1.0,0.0
169,32,32,CLYBL,CLYBL,1.0,0.0
170,186,186,SIAH3,SIAH3,1.0,0.0
171,187,187,SKA3,SKA3,1.0,0.0
172,188,188,SLC15A1,SLC15A1,1.0,0.0
173,189,189,SLC25A15,SLC25A15,1.0,0.0
174,148,148,PARP4,PARP4,1.0,0.0
175,33,33,COG3,COG3,1.0,0.0
176,20,20,CARS2,CARS2,1.0,0.0
177,190,190,SLC25A30,SLC25A30,1.0,0.0
178,201,201,SPRY2,SPRY2,1.0,0.0
179,191,191,SLC46A3,SLC46A3,1.0,0.0
180,193,193,SLITRK1,SLITRK1,1.0,0.0
181,34,34,COG6,COG6,1.0,0.0
182,194,194,SLITRK5,SLITRK5,1.0,0.0
183,195,195,SMAD9,SMAD9,1.0,0.0
184,196,196,SNORD22,SNORD22,1.0,0.0
185,197,197,SOHLH2,SOHLH2,1.0,0.0
186,198,198,SOX1,SOX1,1.0,0.0
187,19,19,CAB39L,CAB39L,1.0,0.0
188,199,199,SPATA13,SPATA13,1.0,0.0
189,192,192,SLC7A1,SLC7A1,1.0,0.0
190,232,232,VPS36,VPS36,1.0,0.0
191,120,120,MBNL2,MBNL2,1.0,0.0
192,73,73,FLT3,FLT3,1.0,0.0
193,57,57,EEF1DP3,EEF1DP3,1.0,0.0
194,87,87,GSX1,GSX1,1.0,0.0
195,233,233,WASF3,WASF3,1.0,0.0
196,86,86,GRTP1,GRTP1,1.0,0.0
197,4,4,ALG11,ALG11,1.0,0.0
198,240,240,ZIC2,ZIC2,1.0,0.0
199,241,241,ZIC5,ZIC5,1.0,0.0
200,85,85,GRK1,GRK1,1.0,0.0
201,243,243,ZMYM5,ZMYM5,1.0,0.0
202,237,237,ZAR1L,ZAR1L,1.0,0.0
203,61,61,EPSTI1,EPSTI1,1.0,0.0
204,55,55,EBPL,EBPL,1.0,0.0
205,70,70,FBXL3,FBXL3,1.0,0.0
206,69,69,FARP1,FARP1,1.0,0.0
207,1,1,ABHD13,ABHD13,1.0,0.0
208,83,83,GPR180,GPR180,1.0,0.0
209,236,236,XPO4,XPO4,1.0,0.0
210,84,84,GPR183,GPR183,1.0,0.0
211,5,5,ALG5,ALG5,1.0,0.0
212,234,234,WBP4,WBP4,1.0,0.0
213,62,62,ERCC5,ERCC5,1.0,0.0
214,63,63,ESD,ESD,1.0,0.0
215,64,64,EXOSC8,EXOSC8,1.0,0.0
216,71,71,FGF14,FGF14,1.0,0.0
217,58,58,EFNB2,EFNB2,1.0,0.0
218,66,66,F7,F7,1.0,0.0
219,54,54,DOCK9,DOCK9,1.0,0.0
220,67,67,FAM124A,FAM124A,1.0,0.0
221,68,68,FAM155A,FAM155A,1.0,0.0
222,2,2,ADPRHL1,ADPRHL1,1.0,0.0
223,235,235,WDFY2,WDFY2,1.0,0.0
224,65,65,F10,F10,1.0,0.0
225,239,239,ZDHHC20,ZDHHC20,1.0,0.0
226,242,242,ZMYM2,ZMYM2,1.0,0.0
227,80,80,GJB2,GJB2,1.0,0.0
228,60,60,ENOX1,ENOX1,1.0,0.0
229,72,72,FGF9,FGF9,1.0,0.0
230,82,82,GPR12,GPR12,1.0,0.0
231,81,81,GPC5,GPC5,1.0,0.0
232,53,53,DNAJC3,DNAJC3,1.0,0.0
233,79,79,GJA3,GJA3,1.0,0.0
234,78,78,GAS6,GAS6,1.0,0.0
235,74,74,FNDC3A,FNDC3A,1.0,0.0
236,56,56,EDNRB,EDNRB,1.0,0.0
237,6,6,ANKRD10,ANKRD10,1.0,0.0
238,77,77,FRY,FRY,1.0,0.0
239,3,3,AKAP11,AKAP11,1.0,0.0
240,59,59,ELF1,ELF1,1.0,0.0
241,238,238,ZC3H13,ZC3H13,1.0,0.0
242,76,76,FREM2,FREM2,1.0,0.0
243,75,75,FOXO1,FOXO1,1.0,0.0
244,175,110,RNF17,KLHL1,0.9208625775958696,1.2977612377553619e-19
245,110,175,KLHL1,RNF17,0.9208625775958696,1.2977612377553619e-19
246,193,110,SLITRK1,KLHL1,0.90205759915598,1.1605199527097807e-17
247,110,193,KLHL1,SLITRK1,0.90205759915598,1.1605199527097807e-17
248,87,175,GSX1,RNF17,0.8932060227690047,7.092751094191694e-17
249,175,87,RNF17,GSX1,0.8932060227690047,7.092751094191694e-17
250,110,87,KLHL1,GSX1,0.8813131393718443,6.381801108106157e-16
251,87,110,GSX1,KLHL1,0.8813131393718443,6.381801108106157e-16
252,125,193,MLNR,SLITRK1,0.8774703557312253,1.2349492582601099e-15
253,193,125,SLITRK1,MLNR,0.8774703557312253,1.2349492582601099e-15
254,125,110,MLNR,KLHL1,0.8762099390839716,1.5261737905091602e-15
255,110,125,KLHL1,MLNR,0.8762099390839716,1.5261737905091602e-15
256,22,87,CCDC70,GSX1,0.8718593386036729,3.115240981273707e-15
257,87,22,GSX1,CCDC70,0.8718593386036729,3.115240981273707e-15
258,48,1,DIS3,ABHD13,0.8714326316615032,3.3363963520030798e-15
259,1,48,ABHD13,DIS3,0.8714326316615032,3.3363963520030798e-15
260,175,85,RNF17,GRK1,0.868122740958825,5.633605495652707e-15
261,85,175,GRK1,RNF17,0.868122740958825,5.633605495652707e-15
262,82,125,GPR12,MLNR,0.8651950651854972,8.850655157218264e-15
263,125,82,MLNR,GPR12,0.8651950651854972,8.850655157218264e-15
264,71,100,FGF14,ITGBL1,0.8642264643783312,1.0253614768553423e-14
265,100,71,ITGBL1,FGF14,0.8642264643783312,1.0253614768553423e-14
266,48,70,DIS3,FBXL3,0.8621499261003204,1.4003467030819107e-14
267,70,48,FBXL3,DIS3,0.8621499261003204,1.4003467030819107e-14
268,110,198,KLHL1,SOX1,0.8591803320874101,2.1678996727290677e-14
269,198,110,SOX1,KLHL1,0.8591803320874101,2.1678996727290677e-14
270,209,226,TGDS,UFM1,0.8585796407966519,2.3654174024614267e-14
271,226,209,UFM1,TGDS,0.8585796407966519,2.3654174024614267e-14
272,137,100,NALCN,ITGBL1,0.8568697029735675,3.025253911872991e-14
273,100,137,ITGBL1,NALCN,0.8568697029735675,3.025253911872991e-14
274,175,125,RNF17,MLNR,0.854391449801304,4.297383435180269e-14
275,125,175,MLNR,RNF17,0.854391449801304,4.297383435180269e-14
276,158,36,POLR1D,COMMD6,0.8535118493791983,4.8599999328015726e-14
277,36,158,COMMD6,POLR1D,0.8535118493791983,4.8599999328015726e-14
278,110,22,KLHL1,CCDC70,0.8532240472730814,5.0587555185057694e-14
279,22,110,CCDC70,KLHL1,0.8532240472730814,5.0587555185057694e-14
280,125,87,MLNR,GSX1,0.8530110554521352,5.210777264888448e-14
281,87,125,GSX1,MLNR,0.8530110554521352,5.210777264888448e-14
282,70,209,FBXL3,TGDS,0.85279786894057,5.3672631585781514e-14
283,209,70,TGDS,FBXL3,0.85279786894057,5.3672631585781514e-14
284,242,243,ZMYM2,ZMYM5,0.8516015617550163,6.331278708875726e-14
285,243,242,ZMYM5,ZMYM2,0.8516015617550163,6.331278708875726e-14
286,193,175,SLITRK1,RNF17,0.8509041377612987,6.966665444668314e-14
287,175,193,RNF17,SLITRK1,0.8509041377612987,6.966665444668314e-14
288,119,125,MAB21L1,MLNR,0.8507641446499586,7.101278422949686e-14
289,125,119,MLNR,MAB21L1,0.8507641446499586,7.101278422949686e-14
290,1,226,ABHD13,UFM1,0.8490269289651408,8.990402876334487e-14
291,226,1,UFM1,ABHD13,0.8490269289651408,8.990402876334487e-14
292,12,110,ATP4B,KLHL1,0.8469914375645835,1.1808496023780956e-13
293,110,12,KLHL1,ATP4B,0.8469914375645835,1.1808496023780956e-13
294,70,226,FBXL3,UFM1,0.846132500887212,1.3232769432284442e-13
295,226,70,UFM1,FBXL3,0.846132500887212,1.3232769432284442e-13
296,198,87,SOX1,GSX1,0.845764490595151,1.389147456535746e-13
297,87,198,GSX1,SOX1,0.845764490595151,1.389147456535746e-13
298,175,22,RNF17,CCDC70,0.8457035584455628,1.4003488264624074e-13
299,22,175,CCDC70,RNF17,0.8457035584455628,1.4003488264624074e-13
300,175,198,RNF17,SOX1,0.8448212337746035,1.5724432258758001e-13
301,198,175,SOX1,RNF17,0.8448212337746035,1.5724432258758001e-13
302,40,25,CUL4A,CDC16,0.8447272274246642,1.5919150424813155e-13
303,25,40,CDC16,CUL4A,0.8447272274246642,1.5919150424813155e-13
304,48,59,DIS3,ELF1,0.8442929483196279,1.684868486615026e-13
305,59,48,ELF1,DIS3,0.8442929483196279,1.684868486615026e-13
306,48,203,DIS3,STK24,0.8430718897741017,1.9745312539716362e-13
307,203,48,STK24,DIS3,0.8430718897741017,1.9745312539716362e-13
308,137,71,NALCN,FGF14,0.8406217297043882,2.7037561098204345e-13
309,71,137,FGF14,NALCN,0.8406217297043882,2.7037561098204345e-13
310,110,119,KLHL1,MAB21L1,0.8400835389562318,2.8949726352095723e-13
311,119,110,MAB21L1,KLHL1,0.8400835389562318,2.8949726352095723e-13
312,85,22,GRK1,CCDC70,0.8391246546795229,3.267758622705513e-13
313,22,85,CCDC70,GRK1,0.8391246546795229,3.267758622705513e-13
314,119,87,MAB21L1,GSX1,0.8371989989220605,4.157823217926778e-13
315,87,119,GSX1,MAB21L1,0.8371989989220605,4.157823217926778e-13
316,232,154,VPS36,PDS5B,0.8353544440747971,5.221725480126268e-13
317,154,232,PDS5B,VPS36,0.8353544440747971,5.221725480126268e-13
318,140,243,NEK3,ZMYM5,0.8353282472804231,5.238543580910207e-13
319,243,140,ZMYM5,NEK3,0.8353282472804231,5.238543580910207e-13
320,87,85,GSX1,GRK1,0.8336128822296056,6.458457195261882e-13
321,85,87,GRK1,GSX1,0.8336128822296056,6.458457195261882e-13
322,226,203,UFM1,STK24,0.8322688621571404,7.597128840819257e-13
323,203,226,STK24,UFM1,0.8322688621571404,7.597128840819257e-13
324,82,110,GPR12,KLHL1,0.8318580121556165,7.981473241503367e-13
325,110,82,KLHL1,GPR12,0.8318580121556165,7.981473241503367e-13
326,100,42,ITGBL1,DCLK1,0.831590958547584,8.241079844265091e-13
327,42,100,DCLK1,ITGBL1,0.831590958547584,8.241079844265091e-13
328,43,22,DCT,CCDC70,0.8314162163870273,8.415248690590428e-13
329,22,43,CCDC70,DCT,0.8314162163870273,8.415248690590428e-13
330,87,174,GSX1,RNF113B,0.8310354751370221,8.806869106067441e-13
331,174,87,RNF113B,GSX1,0.8310354751370221,8.806869106067441e-13
332,59,74,ELF1,FNDC3A,0.8284286507495835,1.1988766006112926e-12
333,74,59,FNDC3A,ELF1,0.8284286507495835,1.1988766006112926e-12
334,135,243,N4BP2L2,ZMYM5,0.8280734326492347,1.2498389294057362e-12
335,243,135,ZMYM5,N4BP2L2,0.8280734326492347,1.2498389294057362e-12
336,12,87,ATP4B,GSX1,0.8261715188502958,1.5594132506137137e-12
337,87,12,GSX1,ATP4B,0.8261715188502958,1.5594132506137137e-12
338,82,193,GPR12,SLITRK1,0.8251305133102351,1.7582295497096313e-12
339,193,82,SLITRK1,GPR12,0.8251305133102351,1.7582295497096313e-12
340,135,242,N4BP2L2,ZMYM2,0.8250902789489011,1.7663749467648668e-12
341,242,135,ZMYM2,N4BP2L2,0.8250902789489011,1.7663749467648668e-12
342,174,193,RNF113B,SLITRK1,0.8247325964334947,1.8403718125618293e-12
343,193,174,SLITRK1,RNF113B,0.8247325964334947,1.8403718125618293e-12
344,60,42,ENOX1,DCLK1,0.8237833837044346,2.051205620170903e-12
345,42,60,DCLK1,ENOX1,0.8237833837044346,2.051205620170903e-12
346,224,120,UBL3,MBNL2,0.822966808685871,2.250646019777382e-12
347,120,224,MBNL2,UBL3,0.822966808685871,2.250646019777382e-12
348,59,31,ELF1,CLN5,0.8228941935354598,2.2692419781920747e-12
349,31,59,CLN5,ELF1,0.8228941935354598,2.2692419781920747e-12
350,22,193,CCDC70,SLITRK1,0.8211937193127414,2.7485675121070715e-12
351,193,22,SLITRK1,CCDC70,0.8211937193127414,2.7485675121070715e-12
352,136,154,NAA16,PDS5B,0.8203450608463129,3.022143794514959e-12
353,154,136,PDS5B,NAA16,0.8203450608463129,3.022143794514959e-12
354,193,237,SLITRK1,ZAR1L,0.819130930726787,3.4585740867092656e-12
355,237,193,ZAR1L,SLITRK1,0.819130930726787,3.4585740867092656e-12
356,193,87,SLITRK1,GSX1,0.8186465013912494,3.648794625332575e-12
357,87,193,GSX1,SLITRK1,0.8186465013912494,3.648794625332575e-12
358,110,85,KLHL1,GRK1,0.8184479561919017,3.729577199440854e-12
359,85,110,GRK1,KLHL1,0.8184479561919017,3.729577199440854e-12
360,12,125,ATP4B,MLNR,0.8179936489288279,3.920823732680307e-12
361,125,12,MLNR,ATP4B,0.8179936489288279,3.920823732680307e-12
362,139,129,NDFIP2,MTMR6,0.8172593533171847,4.249646854242777e-12
363,129,139,MTMR6,NDFIP2,0.8172593533171847,4.249646854242777e-12
364,48,209,DIS3,TGDS,0.8169866197720339,4.378283110175809e-12
365,209,48,TGDS,DIS3,0.8169866197720339,4.378283110175809e-12
366,226,111,UFM1,KPNA3,0.8165720693954595,4.580872334713564e-12
367,111,226,KPNA3,UFM1,0.8165720693954595,4.580872334713564e-12
368,217,36,TPT1,COMMD6,0.8164934479554838,4.620279772821039e-12
369,36,217,COMMD6,TPT1,0.8164934479554838,4.620279772821039e-12
370,176,48,RNF219,DIS3,0.8160802531327561,4.832703429190499e-12
371,48,176,DIS3,RNF219,0.8160802531327561,4.832703429190499e-12
372,198,193,SOX1,SLITRK1,0.8159043502579101,4.9259058993955834e-12
373,193,198,SLITRK1,SOX1,0.8159043502579101,4.9259058993955834e-12
374,175,82,RNF17,GPR12,0.8156105293238758,5.085383910114878e-12
375,82,175,GPR12,RNF17,0.8156105293238758,5.085383910114878e-12
376,226,48,UFM1,DIS3,0.8153542894177737,5.228432540574089e-12
377,48,226,DIS3,UFM1,0.8153542894177737,5.228432540574089e-12
378,82,151,GPR12,PCDH8,0.812388065943023,7.18618364882122e-12
379,151,82,PCDH8,GPR12,0.812388065943023,7.18618364882122e-12
380,87,43,GSX1,DCT,0.8111246806578839,8.214739303502836e-12
381,43,87,DCT,GSX1,0.8111246806578839,8.214739303502836e-12
382,43,110,DCT,KLHL1,0.8109815064375832,8.339695456093832e-12
383,110,43,KLHL1,DCT,0.8109815064375832,8.339695456093832e-12
384,237,125,ZAR1L,MLNR,0.810308305975235,8.95167276776032e-12
385,125,237,MLNR,ZAR1L,0.810308305975235,8.95167276776032e-12
386,59,34,ELF1,COG6,0.8095252787712561,9.716788994469494e-12
387,34,59,COG6,ELF1,0.8095252787712561,9.716788994469494e-12
388,59,1,ELF1,ABHD13,0.8094812226184777,9.761621353618758e-12
389,1,59,ABHD13,ELF1,0.8094812226184777,9.761621353618758e-12
390,153,223,PCID2,UBAC2,0.8094591710850522,9.784134662047706e-12
391,223,153,UBAC2,PCID2,0.8094591710850522,9.784134662047706e-12
392,40,8,CUL4A,ARHGEF7,0.809013848083316,1.0249409461864383e-11
393,8,40,ARHGEF7,CUL4A,0.809013848083316,1.0249409461864383e-11
394,34,74,COG6,FNDC3A,0.8078595888972412,1.1554519889339033e-11
395,74,34,FNDC3A,COG6,0.8078595888972412,1.1554519889339033e-11
396,110,174,KLHL1,RNF113B,0.807856964459459,1.1557658537570486e-11
397,174,110,RNF113B,KLHL1,0.807856964459459,1.1557658537570486e-11
398,148,211,PARP4,TM9SF2,0.8077433290902176,1.1694333039447133e-11
399,211,148,TM9SF2,PARP4,0.8077433290902176,1.1694333039447133e-11
400,85,237,GRK1,ZAR1L,0.8067723902187764,1.2925949707341899e-11
401,237,85,ZAR1L,GRK1,0.8067723902187764,1.2925949707341899e-11
402,203,1,STK24,ABHD13,0.8060595593353954,1.3907018546570406e-11
403,1,203,ABHD13,STK24,0.8060595593353954,1.3907018546570406e-11
404,36,209,COMMD6,TGDS,0.8059351885396766,1.4085231424615567e-11
405,209,36,TGDS,COMMD6,0.8059351885396766,1.4085231424615567e-11
406,82,22,GPR12,CCDC70,0.8043799337806405,1.6503768250223585e-11
407,22,82,CCDC70,GPR12,0.8043799337806405,1.6503768250223585e-11
408,83,227,GPR180,UGGT2,0.8042995512187536,1.663885150934771e-11
409,227,83,UGGT2,GPR180,0.8042995512187536,1.663885150934771e-11
410,31,1,CLN5,ABHD13,0.8042513045737416,1.6720430520068938e-11
411,1,31,ABHD13,CLN5,0.8042513045737416,1.6720430520068938e-11
412,153,158,PCID2,POLR1D,0.8040171550524039,1.7121736868520087e-11
413,158,153,POLR1D,PCID2,0.8040171550524039,1.7121736868520087e-11
414,148,116,PARP4,LNX2,0.8039239881539981,1.728392802752167e-11
415,116,148,LNX2,PARP4,0.8039239881539981,1.728392802752167e-11
416,151,174,PCDH8,RNF113B,0.8037247377688228,1.763567475007371e-11
417,174,151,RNF113B,PCDH8,0.8037247377688228,1.763567475007371e-11
418,98,153,IPO5,PCID2,0.8031836267890204,1.862531603945219e-11
419,153,98,PCID2,IPO5,0.8031836267890204,1.862531603945219e-11
420,59,224,ELF1,UBL3,0.8030662927595551,1.8846712826090744e-11
421,224,59,UBL3,ELF1,0.8030662927595551,1.8846712826090744e-11
422,176,144,RNF219,NUFIP1,0.8027834366952218,1.939068347507848e-11
423,144,176,NUFIP1,RNF219,0.8027834366952218,1.939068347507848e-11
424,211,203,TM9SF2,STK24,0.8027217426607671,1.9511281163587647e-11
425,203,211,STK24,TM9SF2,0.8027217426607671,1.9511281163587647e-11
426,22,237,CCDC70,ZAR1L,0.8022354228863823,2.048700611101709e-11
427,237,22,ZAR1L,CCDC70,0.8022354228863823,2.048700611101709e-11
428,203,70,STK24,FBXL3,0.8020548170115618,2.086094696189297e-11
429,70,203,FBXL3,STK24,0.8020548170115618,2.086094696189297e-11
430,70,59,FBXL3,ELF1,0.8018382108112057,2.1317918493198547e-11
431,59,70,ELF1,FBXL3,0.8018382108112057,2.1317918493198547e-11
432,226,243,UFM1,ZMYM5,0.8016350550402489,2.1755082034589768e-11
433,243,226,ZMYM5,UFM1,0.8016350550402489,2.1755082034589768e-11
434,31,70,CLN5,FBXL3,0.8013574607124172,2.2366114854608166e-11
435,70,31,FBXL3,CLN5,0.8013574607124172,2.2366114854608166e-11
436,158,220,POLR1D,TRIM13,0.8011169051358711,2.2908677802657037e-11
437,220,158,TRIM13,POLR1D,0.8011169051358711,2.2908677802657037e-11
438,59,211,ELF1,TM9SF2,0.8008390933307661,2.3550715727335998e-11
439,211,59,TM9SF2,ELF1,0.8008390933307661,2.3550715727335998e-11
440,154,147,PDS5B,PAN3,0.8007221123477222,2.3826111505057845e-11
441,147,154,PAN3,PDS5B,0.8007221123477222,2.3826111505057845e-11
442,151,125,PCDH8,MLNR,0.8002472145748291,2.497562128637742e-11
443,125,151,MLNR,PCDH8,0.8002472145748291,2.497562128637742e-11
444,198,12,SOX1,ATP4B,0.7994742575386605,2.695914728224856e-11
445,12,198,ATP4B,SOX1,0.7994742575386605,2.695914728224856e-11
446,171,29,RFC3,CKAP2,0.7994448008594082,2.7037600241948454e-11
447,29,171,CKAP2,RFC3,0.7994448008594082,2.7037600241948454e-11
