,0,1,start,end,cor,pvalue
101,235,235,SSTR4,SSTR4,1.0,0.0
102,37,37,CDC25B,CDC25B,1.0,0.0
103,236,236,STK31,STK31,1.0,0.0
104,237,237,STK35,STK35,1.0,0.0
105,36,36,CCDC129,CCDC129,1.0,0.0
106,35,35,CCDC126,CCDC126,1.0,0.0
107,34,34,CBX3,CBX3,1.0,0.0
108,238,238,SUN1,SUN1,1.0,0.0
109,33,33,CARD11,CARD11,1.0,0.0
110,24,24,BZW2,BZW2,1.0,0.0
111,32,32,C7orf50,C7orf50,1.0,0.0
112,31,31,C7orf31,C7orf31,1.0,0.0
113,30,30,C7orf26,C7orf26,1.0,0.0
114,240,240,TAX1BP1,TAX1BP1,1.0,0.0
115,29,29,C20orf96,C20orf96,1.0,0.0
116,28,28,C20orf27,C20orf27,1.0,0.0
117,241,241,TBC1D20,TBC1D20,1.0,0.0
118,242,242,TCF15,TCF15,1.0,0.0
119,243,243,TGM3,TGM3,1.0,0.0
120,244,244,THSD7A,THSD7A,1.0,0.0
121,27,27,C20orf202,C20orf202,1.0,0.0
122,245,245,TMC2,TMC2,1.0,0.0
123,246,246,TMEM106B,TMEM106B,1.0,0.0
124,26,26,C20orf141,C20orf141,1.0,0.0
125,239,239,TASP1,TASP1,1.0,0.0
126,262,262,VWDE,VWDE,1.0,0.0
127,67,67,DSTN,DSTN,1.0,0.0
128,68,68,DTD1,DTD1,1.0,0.0
129,147,147,MRPS26,MRPS26,1.0,0.0
130,113,113,HOXA6,HOXA6,1.0,0.0
131,148,148,NAA20,NAA20,1.0,0.0
132,112,112,HOXA5,HOXA5,1.0,0.0
133,149,149,NANP,NANP,1.0,0.0
134,111,111,HOXA4,HOXA4,1.0,0.0
135,150,150,NAPB,NAPB,1.0,0.0
136,151,151,NDUFA4,NDUFA4,1.0,0.0
137,110,110,HOXA3,HOXA3,1.0,0.0
138,152,152,NFE2L3,NFE2L3,1.0,0.0
139,153,153,NINL,NINL,1.0,0.0
140,109,109,HOXA2,HOXA2,1.0,0.0
141,154,154,NOD1,NOD1,1.0,0.0
142,114,114,HOXA7,HOXA7,1.0,0.0
143,155,155,NOP56,NOP56,1.0,0.0
144,156,156,NRSN2,NRSN2,1.0,0.0
145,157,157,NSFL1C,NSFL1C,1.0,0.0
146,107,107,HOXA11,HOXA11,1.0,0.0
147,158,158,NUDT1,NUDT1,1.0,0.0
148,106,106,HOXA10,HOXA10,1.0,0.0
149,159,159,NUPL2,NUPL2,1.0,0.0
150,105,105,HOXA1,HOXA1,1.0,0.0
151,104,104,HNRNPA2B1,HNRNPA2B1,1.0,0.0
152,103,103,HIBADH,HIBADH,1.0,0.0
153,160,160,NXPH1,NXPH1,1.0,0.0
154,161,161,NXT1,NXT1,1.0,0.0
155,162,162,OCM,OCM,1.0,0.0
156,102,102,HDAC9,HDAC9,1.0,0.0
157,108,108,HOXA13,HOXA13,1.0,0.0
158,163,163,OSBPL3,OSBPL3,1.0,0.0
159,146,146,MPP6,MPP6,1.0,0.0
160,145,145,MMD2,MMD2,1.0,0.0
161,130,130,KDELR2,KDELR2,1.0,0.0
162,132,132,KLHL7,KLHL7,1.0,0.0
163,129,129,KBTBD2,KBTBD2,1.0,0.0
164,128,128,JAZF1,JAZF1,1.0,0.0
165,133,133,LFNG,LFNG,1.0,0.0
166,134,134,LRRN4,LRRN4,1.0,0.0
167,135,135,LSM5,LSM5,1.0,0.0
168,127,127,JAG1,JAG1,1.0,0.0
169,126,126,ITPA,ITPA,1.0,0.0
170,125,125,ISPD,ISPD,1.0,0.0
171,136,136,MACC1,MACC1,1.0,0.0
172,124,124,ISM1,ISM1,1.0,0.0
173,123,123,IQCE,IQCE,1.0,0.0
174,115,115,HOXA9,HOXA9,1.0,0.0
175,137,137,MACROD2,MACROD2,1.0,0.0
176,122,122,INTS1,INTS1,1.0,0.0
177,139,139,MAFK,MAFK,1.0,0.0
178,121,121,INMT,INMT,1.0,0.0
179,140,140,MAVS,MAVS,1.0,0.0
180,141,141,MCM8,MCM8,1.0,0.0
181,120,120,IL6,IL6,1.0,0.0
182,142,142,MEOX2,MEOX2,1.0,0.0
183,119,119,IGF2BP3,IGF2BP3,1.0,0.0
184,143,143,MIOS,MIOS,1.0,0.0
185,118,118,IDH3B,IDH3B,1.0,0.0
186,117,117,ICA1,ICA1,1.0,0.0
187,144,144,MKKS,MKKS,1.0,0.0
188,116,116,HSPA12B,HSPA12B,1.0,0.0
189,138,138,MAD1L1,MAD1L1,1.0,0.0
190,194,194,RBAK,RBAK,1.0,0.0
191,164,164,OTOR,OTOR,1.0,0.0
192,165,165,OVOL2,OVOL2,1.0,0.0
193,181,181,PRNP,PRNP,1.0,0.0
194,182,182,PRPS1L1,PRPS1L1,1.0,0.0
195,83,83,FKBP1A,FKBP1A,1.0,0.0
196,183,183,PRR15,PRR15,1.0,0.0
197,184,184,PSMF1,PSMF1,1.0,0.0
198,82,82,FKBP14,FKBP14,1.0,0.0
199,81,81,FERMT1,FERMT1,1.0,0.0
200,80,80,FBXL18,FBXL18,1.0,0.0
201,79,79,FASTKD5,FASTKD5,1.0,0.0
202,78,78,FAM20C,FAM20C,1.0,0.0
203,185,185,PSMG3,PSMG3,1.0,0.0
204,186,186,PTPRA,PTPRA,1.0,0.0
205,77,77,FAM182A,FAM182A,1.0,0.0
206,84,84,FKBP9,FKBP9,1.0,0.0
207,187,187,PYGB,PYGB,1.0,0.0
208,188,188,RAC1,RAC1,1.0,0.0
209,75,75,FAM110A,FAM110A,1.0,0.0
210,189,189,RAD21L1,RAD21L1,1.0,0.0
211,74,74,ETV1,ETV1,1.0,0.0
212,73,73,ESF1,ESF1,1.0,0.0
213,190,190,RADIL,RADIL,1.0,0.0
214,72,72,ENTPD6,ENTPD6,1.0,0.0
215,71,71,EIF3B,EIF3B,1.0,0.0
216,70,70,EIF2AK1,EIF2AK1,1.0,0.0
217,191,191,RALGAPA2,RALGAPA2,1.0,0.0
218,192,192,RAPGEF5,RAPGEF5,1.0,0.0
219,69,69,EBF4,EBF4,1.0,0.0
220,193,193,RASSF2,RASSF2,1.0,0.0
221,76,76,FAM126A,FAM126A,1.0,0.0
222,101,101,GZF1,GZF1,1.0,0.0
223,180,180,PRND,PRND,1.0,0.0
224,179,179,PRKAR1B,PRKAR1B,1.0,0.0
225,166,166,OXT,OXT,1.0,0.0
226,100,100,GRID2IP,GRID2IP,1.0,0.0
227,167,167,PANK2,PANK2,1.0,0.0
228,99,99,GPR146,GPR146,1.0,0.0
229,98,98,GPNMB,GPNMB,1.0,0.0
230,168,168,PAPOLB,PAPOLB,1.0,0.0
231,97,97,GPCPD1,GPCPD1,1.0,0.0
232,169,169,PCNA,PCNA,1.0,0.0
233,96,96,GNRH2,GNRH2,1.0,0.0
234,95,95,GNA12,GNA12,1.0,0.0
235,170,170,PDGFA,PDGFA,1.0,0.0
236,171,171,PDYN,PDYN,1.0,0.0
237,94,94,GLCCI1,GLCCI1,1.0,0.0
238,85,85,FLRT3,FLRT3,1.0,0.0
239,93,93,GINS1,GINS1,1.0,0.0
240,172,172,PHF14,PHF14,1.0,0.0
241,91,91,GGCT,GGCT,1.0,0.0
242,90,90,GET4,GET4,1.0,0.0
243,173,173,PLCB1,PLCB1,1.0,0.0
244,174,174,PLCB4,PLCB4,1.0,0.0
245,89,89,GARS,GARS,1.0,0.0
246,175,175,PLEKHA8,PLEKHA8,1.0,0.0
247,88,88,FSCN1,FSCN1,1.0,0.0
248,176,176,PMS2,PMS2,1.0,0.0
249,87,87,FOXK1,FOXK1,1.0,0.0
250,177,177,PMS2CL,PMS2CL,1.0,0.0
251,178,178,POLR3F,POLR3F,1.0,0.0
252,86,86,FOXA2,FOXA2,1.0,0.0
253,92,92,GHRHR,GHRHR,1.0,0.0
254,263,263,WIPI2,WIPI2,1.0,0.0
255,131,131,KIF16B,KIF16B,1.0,0.0
256,271,271,ZNF853,ZNF853,1.0,0.0
257,2,2,ACSS1,ACSS1,1.0,0.0
258,8,8,AGR3,AGR3,1.0,0.0
259,268,268,ZNF133,ZNF133,1.0,0.0
260,3,3,ACTB,ACTB,1.0,0.0
261,7,7,ADRA1D,ADRA1D,1.0,0.0
262,269,269,ZNF337,ZNF337,1.0,0.0
263,272,272,ZNRF2,ZNRF2,1.0,0.0
264,4,4,ADAM33,ADAM33,1.0,0.0
265,5,5,ADAP1,ADAP1,1.0,0.0
266,1,1,ABHD12,ABHD12,1.0,0.0
267,265,265,ZCCHC3,ZCCHC3,1.0,0.0
268,264,264,XRN2,XRN2,1.0,0.0
269,266,266,ZDHHC4,ZDHHC4,1.0,0.0
270,267,267,ZNF12,ZNF12,1.0,0.0
271,6,6,ADCYAP1R1,ADCYAP1R1,1.0,0.0
272,270,270,ZNF343,ZNF343,1.0,0.0
273,212,211,SIRPB1,SIRPA,0.9251077131177123,3.755705920460054e-14
274,211,212,SIRPA,SIRPB1,0.9251077131177123,3.755705920460054e-14
275,248,235,TMEM196,SSTR4,0.9092341250605913,6.025724734215177e-13
276,235,248,SSTR4,TMEM196,0.9092341250605913,6.025724734215177e-13
277,171,189,PDYN,RAD21L1,0.8974017530198793,3.4917067888032296e-12
278,54,171,CST11,PDYN,0.8974017530198793,3.4917067888032296e-12
279,171,54,PDYN,CST11,0.8974017530198793,3.4917067888032296e-12
280,189,171,RAD21L1,PDYN,0.8974017530198793,3.4917067888032296e-12
281,54,235,CST11,SSTR4,0.8826685603258935,2.360563942504124e-11
282,235,54,SSTR4,CST11,0.8826685603258935,2.360563942504124e-11
283,53,57,CST1,CST4,0.87935466125088,3.503389038519005e-11
284,57,53,CST4,CST1,0.87935466125088,3.503389038519005e-11
285,114,112,HOXA7,HOXA5,0.8768102805440108,4.707411402216018e-11
286,112,114,HOXA5,HOXA7,0.8768102805440108,4.707411402216018e-11
287,148,50,NAA20,CRLS1,0.8754239655444067,5.514454742004085e-11
288,50,148,CRLS1,NAA20,0.8754239655444067,5.514454742004085e-11
289,34,135,CBX3,LSM5,0.8732807775671054,7.017055833769665e-11
290,135,34,LSM5,CBX3,0.8732807775671054,7.017055833769665e-11
291,103,24,HIBADH,BZW2,0.8713905985827362,8.647662948071532e-11
292,24,103,BZW2,HIBADH,0.8713905985827362,8.647662948071532e-11
293,261,189,VSX1,RAD21L1,0.870349286791592,9.689115598669135e-11
294,189,261,RAD21L1,VSX1,0.870349286791592,9.689115598669135e-11
295,178,223,POLR3F,SNRPB2,0.8697167285987836,1.0377137409184367e-10
296,223,178,SNRPB2,POLR3F,0.8697167285987836,1.0377137409184367e-10
297,26,171,C20orf141,PDYN,0.8666407757308382,1.4413998340318993e-10
298,171,26,PDYN,C20orf141,0.8666407757308382,1.4413998340318993e-10
299,54,189,CST11,RAD21L1,0.8646578140960164,1.773895205989303e-10
300,189,54,RAD21L1,CST11,0.8646578140960164,1.773895205989303e-10
301,200,201,RP9,RP9P,0.8645823819230118,1.7878416508182602e-10
302,201,200,RP9P,RP9,0.8645823819230118,1.7878416508182602e-10
303,59,26,CST9,C20orf141,0.8597415311225123,2.9271579442152616e-10
304,26,59,C20orf141,CST9,0.8597415311225123,2.9271579442152616e-10
305,261,59,VSX1,CST9,0.8595277244267443,2.990331666661083e-10
306,59,261,CST9,VSX1,0.8595277244267443,2.990331666661083e-10
307,92,18,GHRHR,BANF2,0.8569724947619064,3.849323014137146e-10
308,18,92,BANF2,GHRHR,0.8569724947619064,3.849323014137146e-10
309,226,148,SNX5,NAA20,0.8560953253895509,4.1931968421614225e-10
310,148,226,NAA20,SNX5,0.8560953253895509,4.1931968421614225e-10
311,235,171,SSTR4,PDYN,0.8538776797657859,5.192984720461506e-10
312,171,235,PDYN,SSTR4,0.8538776797657859,5.192984720461506e-10
313,237,140,STK35,MAVS,0.8535803018400459,5.342630801052166e-10
314,140,237,MAVS,STK35,0.8535803018400459,5.342630801052166e-10
315,171,248,PDYN,TMEM196,0.8523389303804143,6.011307530210075e-10
316,248,171,TMEM196,PDYN,0.8523389303804143,6.011307530210075e-10
317,248,261,TMEM196,VSX1,0.8511107387968315,6.74813350800717e-10
318,261,248,VSX1,TMEM196,0.8511107387968315,6.74813350800717e-10
319,189,59,RAD21L1,CST9,0.8499847992525612,7.495942632963144e-10
320,59,189,CST9,RAD21L1,0.8499847992525612,7.495942632963144e-10
321,66,171,DEFB126,PDYN,0.8477226822242996,9.234580834666248e-10
322,171,66,PDYN,DEFB126,0.8477226822242996,9.234580834666248e-10
323,267,194,ZNF12,RBAK,0.8471840171911661,9.70006107800424e-10
324,194,267,RBAK,ZNF12,0.8471840171911661,9.70006107800424e-10
325,193,213,RASSF2,SIRPB2,0.8461679501283462,1.063748666386245e-09
326,213,193,SIRPB2,RASSF2,0.8461679501283462,1.063748666386245e-09
327,135,91,LSM5,GGCT,0.8371389306174472,2.348163941447675e-09
328,91,135,GGCT,LSM5,0.8371389306174472,2.348163941447675e-09
329,59,145,CST9,MMD2,0.8342291487784657,3.0002000528689974e-09
330,145,59,MMD2,CST9,0.8342291487784657,3.0002000528689974e-09
331,92,189,GHRHR,RAD21L1,0.8335867797409116,3.1649691336510265e-09
332,189,92,RAD21L1,GHRHR,0.8335867797409116,3.1649691336510265e-09
333,198,63,RNF216,CYTH3,0.8326456629464574,3.4214580351266007e-09
334,63,198,CYTH3,RNF216,0.8326456629464574,3.4214580351266007e-09
335,26,66,C20orf141,DEFB126,0.8323812884522903,3.4968781361707824e-09
336,66,26,DEFB126,C20orf141,0.8323812884522903,3.4968781361707824e-09
337,18,171,BANF2,PDYN,0.8288077158629308,4.678408813608401e-09
338,171,18,PDYN,BANF2,0.8288077158629308,4.678408813608401e-09
339,59,171,CST9,PDYN,0.824560758891721,6.555870843550743e-09
340,171,59,PDYN,CST9,0.824560758891721,6.555870843550743e-09
341,113,112,HOXA6,HOXA5,0.8233137829912024,7.226303661760701e-09
342,112,113,HOXA5,HOXA6,0.8233137829912024,7.226303661760701e-09
343,141,254,MCM8,TRMT6,0.8227906123945729,7.525922061512653e-09
344,254,141,TRMT6,MCM8,0.8227906123945729,7.525922061512653e-09
345,79,254,FASTKD5,TRMT6,0.8225155848918225,7.687972951677667e-09
346,254,79,TRMT6,FASTKD5,0.8225155848918225,7.687972951677667e-09
347,34,61,CBX3,CYCS,0.8220572057205721,7.965207247194615e-09
348,61,34,CYCS,CBX3,0.8220572057205721,7.965207247194615e-09
349,257,159,TWISTNB,NUPL2,0.8203836202011343,9.057368147384062e-09
350,159,257,NUPL2,TWISTNB,0.8203836202011343,9.057368147384062e-09
351,145,26,MMD2,C20orf141,0.8202174340645471,9.17301607278178e-09
352,26,145,C20orf141,MMD2,0.8202174340645471,9.17301607278178e-09
353,239,73,TASP1,ESF1,0.8201320269868516,9.232977215292885e-09
354,73,239,ESF1,TASP1,0.8201320269868516,9.232977215292885e-09
355,66,59,DEFB126,CST9,0.8200136598387952,9.316674500033665e-09
356,59,66,CST9,DEFB126,0.8200136598387952,9.316674500033665e-09
357,235,189,SSTR4,RAD21L1,0.8197274256690583,9.521962536373011e-09
358,189,235,RAD21L1,SSTR4,0.8197274256690583,9.521962536373011e-09
359,59,248,CST9,TMEM196,0.8184731717495026,1.0471509826002848e-08
360,248,59,TMEM196,CST9,0.8184731717495026,1.0471509826002848e-08
361,54,248,CST11,TMEM196,0.8182347505388567,1.0661570671519402e-08
362,248,54,TMEM196,CST11,0.8182347505388567,1.0661570671519402e-08
363,248,189,TMEM196,RAD21L1,0.8182347505388567,1.0661570671519402e-08
364,189,248,RAD21L1,TMEM196,0.8182347505388567,1.0661570671519402e-08
365,261,49,VSX1,CRHR2,0.8148122360765765,1.3763529696927124e-08
366,49,261,CRHR2,VSX1,0.8148122360765765,1.3763529696927124e-08
367,189,66,RAD21L1,DEFB126,0.8137567251482518,1.487572016873997e-08
368,66,189,DEFB126,RAD21L1,0.8137567251482518,1.487572016873997e-08
369,66,54,DEFB126,CST11,0.8137567251482518,1.487572016873997e-08
370,54,66,CST11,DEFB126,0.8137567251482518,1.487572016873997e-08
371,78,256,FAM20C,TWIST1,0.8136401444338952,1.500349699982304e-08
372,256,78,TWIST1,FAM20C,0.8136401444338952,1.500349699982304e-08
373,54,12,CST11,ANGPT4,0.8121643746392591,1.6710614578545588e-08
374,12,54,ANGPT4,CST11,0.8121643746392591,1.6710614578545588e-08
375,169,144,PCNA,MKKS,0.8106720488826373,1.861680724830344e-08
376,144,169,MKKS,PCNA,0.8106720488826373,1.861680724830344e-08
377,246,225,TMEM106B,SNX13,0.8103622498303379,1.903674505406014e-08
378,225,246,SNX13,TMEM106B,0.8103622498303379,1.903674505406014e-08
379,128,74,JAZF1,ETV1,0.8103400895719954,1.906711465094849e-08
380,74,128,ETV1,JAZF1,0.8103400895719954,1.906711465094849e-08
381,226,50,SNX5,CRLS1,0.8101567547101012,1.932007924313988e-08
382,50,226,CRLS1,SNX5,0.8101567547101012,1.932007924313988e-08
383,222,260,SNRPB,VPS16,0.809982597892208,1.9563232062200692e-08
384,260,222,VPS16,SNRPB,0.809982597892208,1.9563232062200692e-08
385,226,239,SNX5,TASP1,0.8091659028414299,2.0741431528073855e-08
386,239,226,TASP1,SNX5,0.8091659028414299,2.0741431528073855e-08
387,73,141,ESF1,MCM8,0.8069129950481895,2.4337757415727564e-08
388,141,73,MCM8,ESF1,0.8069129950481895,2.4337757415727564e-08
389,51,264,CRNKL1,XRN2,0.8067473414008067,2.4623567810764396e-08
390,264,51,XRN2,CRNKL1,0.8067473414008067,2.4623567810764396e-08
391,260,65,VPS16,DDRGK1,0.8061112266413528,2.5749971787374838e-08
392,65,260,DDRGK1,VPS16,0.8061112266413528,2.5749971787374838e-08
393,210,213,SIGLEC1,SIRPB2,0.8060495094191963,2.586173857548471e-08
394,213,210,SIRPB2,SIGLEC1,0.8060495094191963,2.586173857548471e-08
395,135,61,LSM5,CYCS,0.8049697549623707,2.7890621911510458e-08
396,61,135,CYCS,LSM5,0.8049697549623707,2.7890621911510458e-08
397,138,122,MAD1L1,INTS1,0.8030455955264265,3.187219214757117e-08
398,122,138,INTS1,MAD1L1,0.8030455955264265,3.187219214757117e-08
399,166,54,OXT,CST11,0.8027761116013703,3.2469691375628536e-08
400,54,166,CST11,OXT,0.8027761116013703,3.2469691375628536e-08
401,184,157,PSMF1,NSFL1C,0.8015218188485516,3.5388394893668377e-08
402,157,184,NSFL1C,PSMF1,0.8015218188485516,3.5388394893668377e-08
403,155,157,NOP56,NSFL1C,0.8005867824975332,3.771877158587638e-08
404,157,155,NSFL1C,NOP56,0.8005867824975332,3.771877158587638e-08
405,257,259,TWISTNB,USP42,0.8005689202164037,3.7764629395382054e-08
406,259,257,USP42,TWISTNB,0.8005689202164037,3.7764629395382054e-08
407,168,54,PAPOLB,CST11,0.8003751012441618,3.8265520978365246e-08
408,54,168,CST11,PAPOLB,0.8003751012441618,3.8265520978365246e-08
409,222,147,SNRPB,MRPS26,0.7998899620978505,3.954612790377295e-08
410,147,222,MRPS26,SNRPB,0.7998899620978505,3.954612790377295e-08
411,216,69,SLC24A3,EBF4,0.7997983350130836,3.9792363774872705e-08
412,69,216,EBF4,SLC24A3,0.7997983350130836,3.9792363774872705e-08
413,113,115,HOXA6,HOXA9,0.7993400247255033,4.1045267927786e-08
414,115,113,HOXA9,HOXA6,0.7993400247255033,4.1045267927786e-08
415,267,159,ZNF12,NUPL2,0.7984219575837754,4.366458078617053e-08
416,159,267,NUPL2,ZNF12,0.7984219575837754,4.366458078617053e-08
417,202,32,RPA3,C7orf50,0.7970841738492572,4.77566873727795e-08
418,32,202,C7orf50,RPA3,0.7970841738492572,4.77566873727795e-08
419,158,185,NUDT1,PSMG3,0.7963132929254341,5.027158781863347e-08
420,185,158,PSMG3,NUDT1,0.7963132929254341,5.027158781863347e-08
421,257,267,TWISTNB,ZNF12,0.7953420269442537,5.3613072957886784e-08
422,267,257,ZNF12,TWISTNB,0.7953420269442537,5.3613072957886784e-08
423,54,18,CST11,BANF2,0.7935855996697281,6.017783080645695e-08
424,18,54,BANF2,CST11,0.7935855996697281,6.017783080645695e-08
425,135,159,LSM5,NUPL2,0.7921828524222383,6.594142059372527e-08
426,159,135,NUPL2,LSM5,0.7921828524222383,6.594142059372527e-08
427,66,164,DEFB126,OTOR,0.7911282719228246,7.060303574402921e-08
428,164,66,OTOR,DEFB126,0.7911282719228246,7.060303574402921e-08
429,225,240,SNX13,TAX1BP1,0.7900046149471949,7.590091590389265e-08
430,240,225,TAX1BP1,SNX13,0.7900046149471949,7.590091590389265e-08
431,90,179,GET4,PRKAR1B,0.7897341888175985,7.722917869548726e-08
432,179,90,PRKAR1B,GET4,0.7897341888175985,7.722917869548726e-08
433,34,103,CBX3,HIBADH,0.7890732455922778,8.056572816395527e-08
434,103,34,HIBADH,CBX3,0.7890732455922778,8.056572816395527e-08
435,59,54,CST9,CST11,0.7886808011381807,8.260884351994247e-08
436,54,59,CST11,CST9,0.7886808011381807,8.260884351994247e-08
437,18,189,BANF2,RAD21L1,0.788498512492358,8.357391828975153e-08
438,189,18,RAD21L1,BANF2,0.788498512492358,8.357391828975153e-08
439,248,66,TMEM196,DEFB126,0.7878090159961222,8.731846588008433e-08
440,66,248,DEFB126,TMEM196,0.7878090159961222,8.731846588008433e-08
441,164,171,OTOR,PDYN,0.7875757900902411,8.861946993416801e-08
442,171,164,PDYN,OTOR,0.7875757900902411,8.861946993416801e-08
443,261,171,VSX1,PDYN,0.7866948858360224,9.369530900580234e-08
444,171,261,PDYN,VSX1,0.7866948858360224,9.369530900580234e-08
445,40,260,CENPB,VPS16,0.7855834836256793,1.004790928548258e-07
446,260,40,VPS16,CENPB,0.7855834836256793,1.004790928548258e-07
447,35,246,CCDC126,TMEM106B,0.7854065483543955,1.0159967258581663e-07
448,246,35,TMEM106B,CCDC126,0.7854065483543955,1.0159967258581663e-07
449,235,164,SSTR4,OTOR,0.7850855765438606,1.0366174426206048e-07
450,164,235,OTOR,SSTR4,0.7850855765438606,1.0366174426206048e-07
451,185,32,PSMG3,C7orf50,0.7848890518980378,1.0494316099312472e-07
452,32,185,C7orf50,PSMG3,0.7848890518980378,1.0494316099312472e-07
453,225,257,SNX13,TWISTNB,0.7846859535813286,1.0628267364835472e-07
454,257,225,TWISTNB,SNX13,0.7846859535813286,1.0628267364835472e-07
455,73,254,ESF1,TRMT6,0.7845420405212313,1.0724129778538207e-07
456,254,73,TRMT6,ESF1,0.7845420405212313,1.0724129778538207e-07
457,125,35,ISPD,CCDC126,0.7838482020282955,1.1197517277858542e-07
458,35,125,CCDC126,ISPD,0.7838482020282955,1.1197517277858542e-07
