,0,1,start,end,cor,pvalue
81,15,15,C8orf48,C8orf48,1.0,0.0
82,81,81,HMBOX1,HMBOX1,1.0,0.0
83,157,157,SH2D4A,SH2D4A,1.0,0.0
84,14,14,C18orf54,C18orf54,1.0,0.0
85,82,82,HR,HR,1.0,0.0
86,13,13,C18orf25,C18orf25,1.0,0.0
87,160,160,SLC25A37,SLC25A37,1.0,0.0
88,121,121,PCM1,PCM1,1.0,0.0
89,191,191,ZDHHC2,ZDHHC2,1.0,0.0
90,66,66,FAM86B1,FAM86B1,1.0,0.0
91,142,142,RHOBTB2,RHOBTB2,1.0,0.0
92,186,186,XKR5,XKR5,1.0,0.0
93,39,39,DEFB4A,DEFB4A,1.0,0.0
94,181,181,TUSC3,TUSC3,1.0,0.0
95,180,180,TTR,TTR,1.0,0.0
96,53,53,ELAC1,ELAC1,1.0,0.0
97,111,111,NAT2,NAT2,1.0,0.0
98,187,187,XKR6,XKR6,1.0,0.0
99,112,112,NEDD4L,NEDD4L,1.0,0.0
100,188,188,XPO7,XPO7,1.0,0.0
101,54,54,ELP2,ELP2,1.0,0.0
102,116,116,NPM2,NPM2,1.0,0.0
103,38,38,DEFB1,DEFB1,1.0,0.0
104,110,110,NAT1,NAT1,1.0,0.0
105,143,143,RIT2,RIT2,1.0,0.0
106,55,55,ELP3,ELP3,1.0,0.0
107,139,139,PTK2B,PTK2B,1.0,0.0
108,138,138,PSTPIP2,PSTPIP2,1.0,0.0
109,179,179,TSHZ1,TSHZ1,1.0,0.0
110,52,52,EGR3,EGR3,1.0,0.0
111,51,51,EBF2,EBF2,1.0,0.0
112,40,40,DLC1,DLC1,1.0,0.0
113,45,45,DSC3,DSC3,1.0,0.0
114,184,184,VPS37A,VPS37A,1.0,0.0
115,114,114,NEIL2,NEIL2,1.0,0.0
116,44,44,DSC2,DSC2,1.0,0.0
117,183,183,USP17L2,USP17L2,1.0,0.0
118,46,46,DSEL,DSEL,1.0,0.0
119,185,185,WDR7,WDR7,1.0,0.0
120,140,140,R3HCC1,R3HCC1,1.0,0.0
121,115,115,NFATC1,NFATC1,1.0,0.0
122,43,43,DPYSL2,DPYSL2,1.0,0.0
123,47,47,DSG1,DSG1,1.0,0.0
124,182,182,TXNL4A,TXNL4A,1.0,0.0
125,48,48,DSG2,DSG2,1.0,0.0
126,42,42,DOK2,DOK2,1.0,0.0
127,49,49,DTNA,DTNA,1.0,0.0
128,41,41,DOCK5,DOCK5,1.0,0.0
129,113,113,NEFM,NEFM,1.0,0.0
130,141,141,REEP4,REEP4,1.0,0.0
131,50,50,DYM,DYM,1.0,0.0
132,117,117,NUDT18,NUDT18,1.0,0.0
133,37,37,DEFA5,DEFA5,1.0,0.0
134,189,189,ZBTB7C,ZBTB7C,1.0,0.0
135,178,178,TRIM35,TRIM35,1.0,0.0
136,146,146,RNF165,RNF165,1.0,0.0
137,62,62,FAM160B2,FAM160B2,1.0,0.0
138,105,105,MSRA,MSRA,1.0,0.0
139,63,63,FAM167A,FAM167A,1.0,0.0
140,32,32,CSMD1,CSMD1,1.0,0.0
141,177,177,TNKS,TNKS,1.0,0.0
142,176,176,TNFRSF10D,TNFRSF10D,1.0,0.0
143,175,175,TNFRSF10C,TNFRSF10C,1.0,0.0
144,64,64,FAM66D,FAM66D,1.0,0.0
145,174,174,TNFRSF10B,TNFRSF10B,1.0,0.0
146,31,31,CSGALNACT1,CSGALNACT1,1.0,0.0
147,30,30,CPLX4,CPLX4,1.0,0.0
148,104,104,MSR1,MSR1,1.0,0.0
149,173,173,TNFRSF10A,TNFRSF10A,1.0,0.0
150,147,147,RP1L1,RP1L1,1.0,0.0
151,65,65,FAM66E,FAM66E,1.0,0.0
152,148,148,RPL17,RPL17,1.0,0.0
153,29,29,CNOT7,CNOT7,1.0,0.0
154,172,172,TMX3,TMX3,1.0,0.0
155,106,106,MTMR7,MTMR7,1.0,0.0
156,128,128,PIWIL2,PIWIL2,1.0,0.0
157,120,120,PBK,PBK,1.0,0.0
158,61,61,EXTL3,EXTL3,1.0,0.0
159,56,56,ENTPD4,ENTPD4,1.0,0.0
160,137,137,PSD3,PSD3,1.0,0.0
161,144,144,RNF125,RNF125,1.0,0.0
162,36,36,DEFA4,DEFA4,1.0,0.0
163,118,118,ONECUT2,ONECUT2,1.0,0.0
164,109,109,MYOM2,MYOM2,1.0,0.0
165,190,190,ZCCHC2,ZCCHC2,1.0,0.0
166,57,57,EPHX2,EPHX2,1.0,0.0
167,35,35,DCC,DCC,1.0,0.0
168,108,108,MTUS1,MTUS1,1.0,0.0
169,58,58,ERI1,ERI1,1.0,0.0
170,34,34,CTSB,CTSB,1.0,0.0
171,59,59,ERICH1,ERICH1,1.0,0.0
172,136,136,PRSS55,PRSS55,1.0,0.0
173,119,119,PARD6G,PARD6G,1.0,0.0
174,107,107,MTMR9,MTMR9,1.0,0.0
175,145,145,RNF152,RNF152,1.0,0.0
176,60,60,ESCO2,ESCO2,1.0,0.0
177,33,33,CTDP1,CTDP1,1.0,0.0
178,135,135,PQLC1,PQLC1,1.0,0.0
179,199,199,ZNF532,ZNF532,1.0,0.0
180,72,72,FECH,FECH,1.0,0.0
181,93,93,LOXHD1,LOXHD1,1.0,0.0
182,94,94,LOXL2,LOXL2,1.0,0.0
183,92,92,LONRF1,LONRF1,1.0,0.0
184,5,5,ANGPT2,ANGPT2,1.0,0.0
185,4,4,ALPK2,ALPK2,1.0,0.0
186,91,91,LMAN1,LMAN1,1.0,0.0
187,6,6,ARHGEF10,ARHGEF10,1.0,0.0
188,200,200,ZNF596,ZNF596,1.0,0.0
189,1,1,ADAMDEC1,ADAMDEC1,1.0,0.0
190,133,133,PPP2R2A,PPP2R2A,1.0,0.0
191,90,90,LGI3,LGI3,1.0,0.0
192,201,201,ZNF705D,ZNF705D,1.0,0.0
193,129,129,PNMA2,PNMA2,1.0,0.0
194,130,130,PNOC,PNOC,1.0,0.0
195,3,3,AGPAT5,AGPAT5,1.0,0.0
196,2,2,ADNP2,ADNP2,1.0,0.0
197,131,131,POLR3D,POLR3D,1.0,0.0
198,95,95,LPL,LPL,1.0,0.0
199,132,132,PPP1R3B,PPP1R3B,1.0,0.0
200,152,152,SCARA5,SCARA5,1.0,0.0
201,153,153,SEC11C,SEC11C,1.0,0.0
202,143,201,RIT2,ZNF705D,0.9541545642859989,1.1224969658036145e-84
203,201,143,ZNF705D,RIT2,0.9541545642859989,1.1224969658036145e-84
204,201,156,ZNF705D,SGCZ,0.9483225590158757,1.1445947376066883e-80
205,156,201,SGCZ,ZNF705D,0.9483225590158757,1.1445947376066883e-80
206,136,201,PRSS55,ZNF705D,0.9268613821314168,4.029451397039754e-69
207,201,136,ZNF705D,PRSS55,0.9268613821314168,4.029451397039754e-69
208,156,143,SGCZ,RIT2,0.9259241834292486,1.0612885800824413e-68
209,143,156,RIT2,SGCZ,0.9259241834292486,1.0612885800824413e-68
210,201,183,ZNF705D,USP17L2,0.9181450279176091,2.0734943279326024e-65
211,183,201,USP17L2,ZNF705D,0.9181450279176091,2.0734943279326024e-65
212,156,183,SGCZ,USP17L2,0.9079656253365382,1.4467950066270915e-61
213,183,156,USP17L2,SGCZ,0.9079656253365382,1.4467950066270915e-61
214,143,136,RIT2,PRSS55,0.9044112276152536,2.501486382057445e-60
215,136,143,PRSS55,RIT2,0.9044112276152536,2.501486382057445e-60
216,183,143,USP17L2,RIT2,0.8996711346847631,9.450294253300497e-59
217,143,183,RIT2,USP17L2,0.8996711346847631,9.450294253300497e-59
218,155,201,SFTPC,ZNF705D,0.8957116117061623,1.7129301656881215e-57
219,201,155,ZNF705D,SFTPC,0.8957116117061623,1.7129301656881215e-57
220,201,36,ZNF705D,DEFA4,0.8869639895502338,6.962091104564044e-55
221,36,201,DEFA4,ZNF705D,0.8869639895502338,6.962091104564044e-55
222,136,183,PRSS55,USP17L2,0.8791934319608601,9.68159427964568e-53
223,183,136,USP17L2,PRSS55,0.8791934319608601,9.68159427964568e-53
224,156,136,SGCZ,PRSS55,0.8762433072992741,5.771022460148036e-52
225,136,156,PRSS55,SGCZ,0.8762433072992741,5.771022460148036e-52
226,155,143,SFTPC,RIT2,0.8756085189893246,8.423376077401392e-52
227,143,155,RIT2,SFTPC,0.8756085189893246,8.423376077401392e-52
228,30,201,CPLX4,ZNF705D,0.8752574051195645,1.0373873798572686e-51
229,201,30,ZNF705D,CPLX4,0.8752574051195645,1.0373873798572686e-51
230,36,143,DEFA4,RIT2,0.8730197607281014,3.8553056356469555e-51
231,143,36,RIT2,DEFA4,0.8730197607281014,3.8553056356469555e-51
232,156,155,SGCZ,SFTPC,0.8730088139353875,3.879906660217211e-51
233,155,156,SFTPC,SGCZ,0.8730088139353875,3.879906660217211e-51
234,183,155,USP17L2,SFTPC,0.8651848338115835,3.1644469908764425e-49
235,155,183,SFTPC,USP17L2,0.8651848338115835,3.1644469908764425e-49
236,36,183,DEFA4,USP17L2,0.8627914871011156,1.1512516407370902e-48
237,183,36,USP17L2,DEFA4,0.8627914871011156,1.1512516407370902e-48
238,156,36,SGCZ,DEFA4,0.8602788938348804,4.352138756113519e-48
239,36,156,DEFA4,SGCZ,0.8602788938348804,4.352138756113519e-48
240,136,155,PRSS55,SFTPC,0.8553028782136385,5.622326279212697e-47
241,155,136,SFTPC,PRSS55,0.8553028782136385,5.622326279212697e-47
242,36,136,DEFA4,PRSS55,0.8459967505072836,5.2551912487195005e-45
243,136,36,PRSS55,DEFA4,0.8459967505072836,5.2551912487195005e-45
244,169,23,STMN4,CDH19,0.8447774221310442,9.313437858265611e-45
245,23,169,CDH19,STMN4,0.8447774221310442,9.313437858265611e-45
246,120,60,PBK,ESCO2,0.844552970137648,1.0342468303369723e-44
247,60,120,ESCO2,PBK,0.844552970137648,1.0342468303369723e-44
248,143,169,RIT2,STMN4,0.8358046890757949,5.425587712086043e-43
249,169,143,STMN4,RIT2,0.8358046890757949,5.425587712086043e-43
250,35,23,DCC,CDH19,0.8349411844831884,7.919648603223716e-43
251,23,35,CDH19,DCC,0.8349411844831884,7.919648603223716e-43
252,30,156,CPLX4,SGCZ,0.8347517752478578,8.60219300907943e-43
253,156,30,SGCZ,CPLX4,0.8347517752478578,8.60219300907943e-43
254,169,201,STMN4,ZNF705D,0.834587888498255,9.239275329385502e-43
255,201,169,ZNF705D,STMN4,0.834587888498255,9.239275329385502e-43
256,201,17,ZNF705D,C8orf74,0.8323834224163934,2.39738789957384e-42
257,17,201,C8orf74,ZNF705D,0.8323834224163934,2.39738789957384e-42
258,99,201,MC4R,ZNF705D,0.8322394294598379,2.5502162865142224e-42
259,201,99,ZNF705D,MC4R,0.8322394294598379,2.5502162865142224e-42
260,30,143,CPLX4,RIT2,0.8313930865722778,3.662794285856389e-42
261,143,30,RIT2,CPLX4,0.8313930865722778,3.662794285856389e-42
262,136,30,PRSS55,CPLX4,0.82943225476466,8.409433362862831e-42
263,30,136,CPLX4,PRSS55,0.82943225476466,8.409433362862831e-42
264,155,36,SFTPC,DEFA4,0.828982680230766,1.01596182831127e-41
265,36,155,DEFA4,SFTPC,0.828982680230766,1.01596182831127e-41
266,143,23,RIT2,CDH19,0.8287227930305228,1.133011406958876e-41
267,23,143,CDH19,RIT2,0.8287227930305228,1.133011406958876e-41
268,36,30,DEFA4,CPLX4,0.827818714377995,1.6533219904952078e-41
269,30,36,CPLX4,DEFA4,0.827818714377995,1.6533219904952078e-41
270,201,171,ZNF705D,TDH,0.8261948379727362,3.2416147005113007e-41
271,171,201,TDH,ZNF705D,0.8261948379727362,3.2416147005113007e-41
272,170,181,TCF4,TUSC3,0.8261247271643867,3.336702593756132e-41
273,181,170,TUSC3,TCF4,0.8261247271643867,3.336702593756132e-41
274,23,201,CDH19,ZNF705D,0.8253191422958481,4.647149753295974e-41
275,201,23,ZNF705D,CDH19,0.8253191422958481,4.647149753295974e-41
276,143,99,RIT2,MC4R,0.8247063911596657,5.972065187147194e-41
277,99,143,MC4R,RIT2,0.8247063911596657,5.972065187147194e-41
278,35,201,DCC,ZNF705D,0.8242402806619974,7.222849909494918e-41
279,201,35,ZNF705D,DCC,0.8242402806619974,7.222849909494918e-41
280,30,183,CPLX4,USP17L2,0.8238549636345601,8.448781263448458e-41
281,183,30,USP17L2,CPLX4,0.8238549636345601,8.448781263448458e-41
282,22,120,CDCA2,PBK,0.8235403565456398,9.599801547936706e-41
283,120,22,PBK,CDCA2,0.8235403565456398,9.599801547936706e-41
284,171,183,TDH,USP17L2,0.8212948808339715,2.3713117575710596e-40
285,183,171,USP17L2,TDH,0.8212948808339715,2.3713117575710596e-40
286,156,171,SGCZ,TDH,0.8205381042275762,3.2070672003881085e-40
287,171,156,TDH,SGCZ,0.8205381042275762,3.2070672003881085e-40
288,156,99,SGCZ,MC4R,0.8172443245225142,1.1740435863193662e-39
289,99,156,MC4R,SGCZ,0.8172443245225142,1.1740435863193662e-39
290,17,143,C8orf74,RIT2,0.8170525536573567,1.2651624885923317e-39
291,143,17,RIT2,C8orf74,0.8170525536573567,1.2651624885923317e-39
292,156,17,SGCZ,C8orf74,0.8167387021541911,1.429524375073803e-39
293,17,156,C8orf74,SGCZ,0.8167387021541911,1.429524375073803e-39
294,183,169,USP17L2,STMN4,0.8154614910974758,2.3443024880636055e-39
295,169,183,STMN4,USP17L2,0.8154614910974758,2.3443024880636055e-39
296,67,66,FAM86B2,FAM86B1,0.8151353204356272,2.6583209224831555e-39
297,66,67,FAM86B1,FAM86B2,0.8151353204356272,2.6583209224831555e-39
298,156,169,SGCZ,STMN4,0.8147218523914536,3.116433497778131e-39
299,169,156,STMN4,SGCZ,0.8147218523914536,3.116433497778131e-39
300,171,143,TDH,RIT2,0.8134277881454766,5.112802962297311e-39
301,143,171,RIT2,TDH,0.8134277881454766,5.112802962297311e-39
302,156,23,SGCZ,CDH19,0.8130479545380477,5.908111745643957e-39
303,23,156,CDH19,SGCZ,0.8130479545380477,5.908111745643957e-39
304,171,36,TDH,DEFA4,0.8129406944341224,6.153947132046194e-39
305,36,171,DEFA4,TDH,0.8129406944341224,6.153947132046194e-39
306,171,136,TDH,PRSS55,0.8127822791857997,6.535547721593598e-39
307,136,171,PRSS55,TDH,0.8127822791857997,6.535547721593598e-39
308,170,46,TCF4,DSEL,0.812200413710914,8.14778188502719e-39
309,46,170,DSEL,TCF4,0.812200413710914,8.14778188502719e-39
310,155,35,SFTPC,DCC,0.8118320577978635,9.3645627586267e-39
311,35,155,DCC,SFTPC,0.8118320577978635,9.3645627586267e-39
312,35,99,DCC,MC4R,0.8068871955154946,5.892443119154186e-38
313,99,35,MC4R,DCC,0.8068871955154946,5.892443119154186e-38
314,143,35,RIT2,DCC,0.8065644646561024,6.63173545890668e-38
315,35,143,DCC,RIT2,0.8065644646561024,6.63173545890668e-38
316,156,35,SGCZ,DCC,0.8063430406578069,7.191008826313283e-38
317,35,156,DCC,SGCZ,0.8063430406578069,7.191008826313283e-38
318,169,36,STMN4,DEFA4,0.8058519841125976,8.602191090370598e-38
319,36,169,DEFA4,STMN4,0.8058519841125976,8.602191090370598e-38
320,155,99,SFTPC,MC4R,0.8034840641628789,2.0265900981248537e-37
321,99,155,MC4R,SFTPC,0.8034840641628789,2.0265900981248537e-37
322,183,23,USP17L2,CDH19,0.8002049798120872,6.513797496732921e-37
323,23,183,CDH19,USP17L2,0.8002049798120872,6.513797496732921e-37
324,169,136,STMN4,PRSS55,0.7951359867605136,3.796621438717692e-36
325,136,169,PRSS55,STMN4,0.7951359867605136,3.796621438717692e-36
326,99,136,MC4R,PRSS55,0.7922176650478633,1.0243171210052868e-35
327,136,99,PRSS55,MC4R,0.7922176650478633,1.0243171210052868e-35
328,35,169,DCC,STMN4,0.7917435935154087,1.2017186991748906e-35
329,169,35,STMN4,DCC,0.7917435935154087,1.2017186991748906e-35
330,169,155,STMN4,SFTPC,0.7888104211820883,3.199087151811074e-35
331,155,169,SFTPC,STMN4,0.7888104211820883,3.199087151811074e-35
332,136,17,PRSS55,C8orf74,0.7853094138189463,1.008801358507434e-34
333,17,136,C8orf74,PRSS55,0.7853094138189463,1.008801358507434e-34
334,183,35,USP17L2,DCC,0.781123855232999,3.872562490588812e-34
335,35,183,DCC,USP17L2,0.781123855232999,3.872562490588812e-34
336,183,17,USP17L2,C8orf74,0.7810672276955015,3.942882177308058e-34
337,17,183,C8orf74,USP17L2,0.7810672276955015,3.942882177308058e-34
338,155,30,SFTPC,CPLX4,0.7805837597935213,4.5966796874928e-34
339,30,155,CPLX4,SFTPC,0.7805837597935213,4.5966796874928e-34
340,183,99,USP17L2,MC4R,0.7793202789449815,6.851386168877027e-34
341,99,183,MC4R,USP17L2,0.7793202789449815,6.851386168877027e-34
342,136,35,PRSS55,DCC,0.7789942542598959,7.591356227519134e-34
343,35,136,DCC,PRSS55,0.7789942542598959,7.591356227519134e-34
344,155,17,SFTPC,C8orf74,0.7755508297925044,2.2190731665178728e-33
345,17,155,C8orf74,SFTPC,0.7755508297925044,2.2190731665178728e-33
346,22,60,CDCA2,ESCO2,0.7748365571126735,2.7654708552360435e-33
347,60,22,ESCO2,CDCA2,0.7748365571126735,2.7654708552360435e-33
348,155,23,SFTPC,CDH19,0.7725929397221654,5.4926637680371695e-33
349,23,155,CDH19,SFTPC,0.7725929397221654,5.4926637680371695e-33
350,155,171,SFTPC,TDH,0.771849484170447,6.883082972080256e-33
351,171,155,TDH,SFTPC,0.771849484170447,6.883082972080256e-33
352,23,99,CDH19,MC4R,0.7717124179445094,7.17480634136005e-33
353,99,23,MC4R,CDH19,0.7717124179445094,7.17480634136005e-33
354,36,17,DEFA4,C8orf74,0.7694180299472806,1.431259811926348e-32
355,17,36,C8orf74,DEFA4,0.7694180299472806,1.431259811926348e-32
356,99,36,MC4R,DEFA4,0.7671590370079393,2.803031922556965e-32
357,36,99,DEFA4,MC4R,0.7671590370079393,2.803031922556965e-32
358,58,120,ERI1,PBK,0.7668678670846245,3.0550142477685923e-32
359,120,58,PBK,ERI1,0.7668678670846245,3.0550142477685923e-32
360,169,17,STMN4,C8orf74,0.7637314777350617,7.661141631025852e-32
361,17,169,C8orf74,STMN4,0.7637314777350617,7.661141631025852e-32
362,170,40,TCF4,DLC1,0.7615066317628781,1.4581167109569293e-31
363,40,170,DLC1,TCF4,0.7615066317628781,1.4581167109569293e-31
364,181,46,TUSC3,DSEL,0.7586176334465592,3.328140851742947e-31
365,46,181,DSEL,TUSC3,0.7586176334465592,3.328140851742947e-31
366,36,35,DEFA4,DCC,0.7533834294398982,1.4417737125099985e-30
367,35,36,DCC,DEFA4,0.7533834294398982,1.4417737125099985e-30
368,23,36,CDH19,DEFA4,0.7509666127477802,2.8023941731762794e-30
369,36,23,DEFA4,CDH19,0.7509666127477802,2.8023941731762794e-30
370,30,171,CPLX4,TDH,0.7496157586936525,4.04965999615748e-30
371,171,30,TDH,CPLX4,0.7496157586936525,4.04965999615748e-30
372,60,58,ESCO2,ERI1,0.7478467569022896,6.535263425370358e-30
373,58,60,ERI1,ESCO2,0.7478467569022896,6.535263425370358e-30
374,99,169,MC4R,STMN4,0.7458238512263735,1.1241671655161777e-29
375,169,99,STMN4,MC4R,0.7458238512263735,1.1241671655161777e-29
376,136,23,PRSS55,CDH19,0.744791022950259,1.4799503570262797e-29
377,23,136,CDH19,PRSS55,0.744791022950259,1.4799503570262797e-29
378,177,121,TNKS,PCM1,0.7400640700945016,5.123113890916944e-29
379,121,177,PCM1,TNKS,0.7400640700945016,5.123113890916944e-29
380,30,17,CPLX4,C8orf74,0.7391666379577864,6.465452730961274e-29
381,17,30,C8orf74,CPLX4,0.7391666379577864,6.465452730961274e-29
382,29,3,CNOT7,AGPAT5,0.7376577578227823,9.540896143079346e-29
383,3,29,AGPAT5,CNOT7,0.7376577578227823,9.540896143079346e-29
384,84,3,INTS10,AGPAT5,0.7368610749827862,1.170434017604551e-28
385,3,84,AGPAT5,INTS10,0.7368610749827862,1.170434017604551e-28
386,30,169,CPLX4,STMN4,0.7335151236469344,2.739244272954574e-28
387,169,30,STMN4,CPLX4,0.7335151236469344,2.739244272954574e-28
388,17,99,C8orf74,MC4R,0.733508161063871,2.744058672335642e-28
389,99,17,MC4R,C8orf74,0.733508161063871,2.744058672335642e-28
390,99,30,MC4R,CPLX4,0.7331218970811962,3.024575822004932e-28
391,30,99,CPLX4,MC4R,0.7331218970811962,3.024575822004932e-28
392,94,96,LOXL2,LZTS1,0.7325167872741261,3.5215795681526924e-28
393,96,94,LZTS1,LOXL2,0.7325167872741261,3.5215795681526924e-28
394,34,104,CTSB,MSR1,0.7317916626664516,4.2235613984461005e-28
395,104,34,MSR1,CTSB,0.7317916626664516,4.2235613984461005e-28
396,152,78,SCARA5,GFRA2,0.7304338335544784,5.926680398518029e-28
397,78,152,GFRA2,SCARA5,0.7304338335544784,5.926680398518029e-28
398,169,171,STMN4,TDH,0.7301032312883633,6.434281630332826e-28
399,171,169,TDH,STMN4,0.7301032312883633,6.434281630332826e-28
400,13,193,C18orf25,ZNF24,0.7268414307582288,1.4381673011917685e-27
401,193,13,ZNF24,C18orf25,0.7268414307582288,1.4381673011917685e-27
402,151,27,SCARA3,CLU,0.7258788956634605,1.8193920219337282e-27
403,27,151,CLU,SCARA3,0.7258788956634605,1.8193920219337282e-27
404,30,35,CPLX4,DCC,0.7237563292406067,3.0449961633589754e-27
405,35,30,DCC,CPLX4,0.7237563292406067,3.0449961633589754e-27
406,42,104,DOK2,MSR1,0.7222858667354459,4.3382565204659585e-27
407,104,42,MSR1,DOK2,0.7222858667354459,4.3382565204659585e-27
408,17,171,C8orf74,TDH,0.7148528402527942,2.509136229684942e-26
